待ち牌のロス数,手牌,ロスの内訳
8,223444455,8s4枚 9s4枚
8,223445556,8s4枚 9s4枚
8,223445568,1s4枚 4s2枚 5s2枚
8,223445666,8s4枚 9s4枚
8,223455566,8s4枚 9s4枚
8,223455577,8s4枚 9s4枚
8,223455666,8s4枚 9s4枚
8,223455777,8s4枚 9s4枚
8,223556677,6s2枚 7s2枚 9s4枚
8,223566778,6s2枚 7s2枚 9s4枚
8,223567789,6s3枚 7s2枚 9s3枚
8,224444566,1s4枚 9s4枚
8,224445556,1s4枚 9s4枚
8,224445567,1s4枚 9s4枚
8,224446678,1s4枚 3s4枚
8,224446789,1s4枚 3s4枚
8,224455666,1s4枚 9s4枚
8,224455668,1s4枚 4s2枚 5s2枚
8,224555566,1s4枚 9s4枚
8,224555667,1s4枚 9s4枚
8,224556667,1s4枚 9s4枚
8,224566777,1s4枚 9s4枚
8,224566888,1s4枚 9s4枚
8,224667788,1s4枚 7s2枚 8s2枚
8,224677889,1s4枚 7s2枚 8s2枚
8,225555677,1s4枚 3s4枚
8,225556667,1s4枚 3s4枚
8,225556677,1s4枚 9s4枚
8,225556678,1s4枚 3s4枚
8,225556789,1s4枚 3s4枚
8,225566667,1s4枚 9s4枚
8,225566777,1s4枚 3s4枚
8,225567777,1s4枚 9s4枚
8,225567888,1s4枚 9s4枚
8,225666677,1s4枚 3s4枚
8,225666777,1s4枚 9s4枚
8,225666778,1s4枚 3s4枚
8,225667778,1s4枚 3s4枚
8,225667789,1s4枚 3s4枚
8,225677789,1s4枚 3s4枚
8,225677888,1s4枚 3s4枚
8,225677999,1s4枚 3s4枚
8,225778899,1s4枚 8s2枚 9s2枚
8,226666789,1s4枚 3s4枚
8,226667788,1s4枚 3s4枚
8,226677778,1s4枚 3s4枚
8,226677889,1s4枚 3s4枚
8,226678888,1s4枚 3s4枚
8,226678999,1s4枚 3s4枚
8,226777789,1s4枚 3s4枚
8,226777888,1s4枚 3s4枚
8,226778899,1s4枚 3s4枚
8,226788889,1s4枚 3s4枚
8,226789999,1s4枚 3s4枚
8,233334444,1m4枚 9m4枚
8,233334445,8s4枚 9s4枚
8,233334455,8s4枚 9s4枚
8,233334456,1m4枚 9m4枚
8,233334477,8s4枚 9s4枚
8,233334488,7s4枚 9s4枚
8,233334499,7s4枚 8s4枚
8,233334555,1m4枚 9m4枚
8,233334566,8s4枚 9s4枚
8,233334567,1m4枚 9m4枚
8,233334577,8s4枚 9s4枚
8,233334666,1m4枚 9m4枚
8,233334678,1m4枚 9m4枚
8,233334777,1m4枚 9m4枚
8,233334789,1m4枚 9m4枚
8,233334888,1m4枚 9m4枚
8,233334999,1m4枚 9m4枚
8,233336667,2s3枚 6s1枚 9s4枚
8,233336777,2s3枚 7s1枚 9s4枚
8,233337778,2s3枚 5s4枚 7s1枚
8,233337888,2s3枚 5s4枚 8s1枚
8,233344445,8s4枚 9s4枚
8,233344455,1m4枚 9m4枚
8,233344456,8s4枚 9s4枚
8,233344457,8s4枚 9s4枚
8,233344556,8s4枚 9s4枚
8,233344577,8s4枚 9s4枚
8,233344588,7s4枚 9s4枚
8,233344599,7s4枚 8s4枚
8,233345555,8s4枚 9s4枚
8,233345566,8s4枚 9s4枚
8,233345666,8s4枚 9s4枚
8,233345777,8s4枚 9s4枚
8,233355578,3s1枚 5s1枚 7s3枚 8s3枚
8,233366667,3s1枚 7s3枚 9s4枚
8,233367777,3s1枚 6s3枚 9s4枚
8,233367999,3s1枚 6s3枚 7s3枚 9s1枚
8,233377778,3s1枚 5s4枚 8s3枚
8,233378888,3s1枚 5s4枚 7s3枚
8,233444455,8s4枚 9s4枚
8,233444458,2s3枚 3s2枚 5s3枚
8,233444556,1m4枚 9m4枚
8,233444577,8s4枚 9s4枚
8,233444588,7s4枚 9s4枚
8,233444599,7s4枚 8s4枚
8,233445555,1m4枚 9m4枚
8,233445557,1s4枚 3s2枚 4s2枚
8,233445558,1s4枚 3s2枚 4s2枚
8,233445566,8s4枚 9s4枚
8,233445567,1m4枚 9m4枚
8,233445577,8s4枚 9s4枚
8,233445666,1m4枚 9m4枚
8,233445678,1m4枚 9m4枚
8,233445777,1m4枚 9m4枚
8,233445788,1s4枚 3s2枚 4s2枚
8,233445789,1m4枚 9m4枚
8,233445799,1s4枚 3s2枚 4s2枚
8,233445888,1m4枚 9m4枚
8,233445999,1m4枚 9m4枚
8,233455556,8s4枚 9s4枚
8,233456888,5s3枚 8s1枚 9s4枚
8,233456999,5s3枚 8s4枚 9s1枚
8,234444555,1m4枚 9m4枚
8,234444567,1m4枚 9m4枚
8,234444577,8s4枚 9s4枚
8,234444666,1m4枚 9m4枚
8,234444678,1m4枚 9m4枚
8,234444777,1m4枚 9m4枚
8,234444789,1m4枚 9m4枚
8,234444888,1m4枚 9m4枚
8,234444999,1m4枚 9m4枚
8,234445555,8s4枚 9s4枚
8,234445566,1m4枚 9m4枚
8,234445666,8s4枚 9s4枚
8,234445777,8s4枚 9s4枚
8,234455556,1m4枚 9m4枚
8,234455577,8s4枚 9s4枚
8,234455588,7s4枚 9s4枚
8,234455599,7s4枚 8s4枚
8,234455666,8s4枚 9s4枚
8,234455667,1m4枚 9m4枚
8,234455677,8s4枚 9s4枚
8,234456666,1m4枚 9m4枚
8,234456678,1m4枚 9m4枚
8,234456777,1m4枚 9m4枚
8,234456789,1m4枚 9m4枚
8,234456888,1m4枚 9m4枚
8,234456999,1m4枚 9m4枚
8,234466677,8s4枚 9s4枚
8,234466688,7s4枚 9s4枚
8,234466699,7s4枚 8s4枚
8,234555566,8s4枚 9s4枚
8,234555567,1m4枚 9m4枚
8,234555577,8s4枚 9s4枚
8,234555666,1m4枚 9m4枚
8,234555678,1m4枚 9m4枚
8,234555777,1m4枚 9m4枚
8,234555789,1m4枚 9m4枚
8,234555888,1m4枚 9m4枚
8,234555999,1m4枚 9m4枚
8,234556677,1m4枚 9m4枚
8,234566667,1m4枚 9m4枚
8,234566778,1m4枚 9m4枚
8,234567777,1m4枚 9m4枚
8,234567789,1m4枚 9m4枚
8,234567888,1m4枚 9m4枚
8,234567999,1m4枚 9m4枚
8,234666678,1m4枚 9m4枚
8,234666777,1m4枚 9m4枚
8,234666789,1m4枚 9m4枚
8,234666888,1m4枚 9m4枚
8,234666999,1m4枚 9m4枚
8,234667788,1m4枚 9m4枚
8,234677778,1m4枚 9m4枚
8,234677889,1m4枚 9m4枚
8,234678888,1m4枚 9m4枚
8,234678999,1m4枚 9m4枚
8,234777789,1m4枚 9m4枚
8,234777888,1m4枚 9m4枚
8,234777999,1m4枚 9m4枚
8,234778899,1m4枚 9m4枚
8,234788889,1m4枚 9m4枚
8,234789999,1m4枚 9m4枚
8,234888999,1m4枚 9m4枚
8,235557778,2s3枚 3s3枚 5s1枚 7s1枚
8,235557888,2s3枚 3s3枚 5s1枚 8s1枚
8,235557999,2s3枚 3s3枚 5s1枚 9s1枚
8,236667999,2s3枚 3s3枚 6s1枚 9s1枚
8,236777999,2s3枚 3s3枚 7s1枚 9s1枚
8,244445556,8s4枚 9s4枚
8,244445566,8s4枚 9s4枚
8,244445666,8s4枚 9s4枚
8,244455556,8s4枚 9s4枚
8,244456666,8s4枚 9s4枚
8,244555566,8s4枚 9s4枚
8,244555567,8s4枚 9s4枚
8,244555666,8s4枚 9s4枚
8,244556666,8s4枚 9s4枚
8,244556688,5s2枚 6s2枚 9s4枚
8,244556699,5s2枚 6s2枚 8s4枚
8,245555666,8s4枚 9s4枚
8,245555677,8s4枚 9s4枚
8,245556666,8s4枚 9s4枚
8,245556667,1s4枚 9s4枚
8,245566777,8s4枚 9s4枚
8,245566788,5s2枚 6s2枚 9s4枚
8,245566799,5s2枚 6s2枚 8s4枚
8,245666777,8s4枚 9s4枚
8,245667899,5s3枚 6s2枚 8s3枚
8,255556677,6s2枚 7s2枚 9s4枚
8,255566778,6s2枚 7s2枚 9s4枚
8,255567789,6s3枚 7s2枚 9s3枚
8,255667788,6s2枚 7s2枚 9s4枚
8,256666778,5s3枚 7s2枚 8s3枚
8,256677888,6s2枚 7s2枚 9s4枚
8,256778999,5s3枚 7s2枚 8s3枚
8,266667788,5s4枚 7s2枚 8s2枚
8,266677889,5s4枚 7s2枚 8s2枚
8,266778888,6s2枚 7s2枚 9s4枚
8,266778899,5s4枚 7s2枚 8s2枚
8,267788889,6s3枚 7s2枚 9s3枚
8,267788999,5s4枚 7s2枚 8s2枚
8,277889999,5s4枚 7s2枚 8s2枚
8,333344445,1m4枚 9m4枚
8,333344455,8s4枚 9s4枚
8,333344555,8s4枚 9s4枚
8,333344556,1m4枚 9m4枚
8,333345555,1m4枚 9m4枚
8,333345567,1m4枚 9m4枚
8,333345588,1s4枚 9s4枚
8,333345599,1s4枚 8s4枚
8,333345666,1m4枚 9m4枚
8,333345678,1m4枚 9m4枚
8,333345777,1m4枚 9m4枚
8,333345789,1m4枚 9m4枚
8,333345888,1m4枚 9m4枚
8,333345999,1m4枚 9m4枚
8,333347778,1s4枚 4s3枚 7s1枚
8,333347888,1s4枚 4s3枚 8s1枚
8,333444455,8s4枚 9s4枚
8,333444456,1m4枚 9m4枚
8,333444555,1m4枚 9m4枚
8,333444556,1s4枚 9s4枚
8,333444566,1s4枚 9s4枚
8,333444567,1m4枚 9m4枚
8,333444568,1s4枚 2s4枚
8,333444588,1s4枚 9s4枚
8,333444599,1s4枚 8s4枚
8,333444666,1m4枚 9m4枚
8,333444678,1m4枚 9m4枚
8,333444777,1m4枚 9m4枚
8,333444789,1m4枚 9m4枚
8,333444888,1m4枚 9m4枚
8,333444999,1m4枚 9m4枚
8,333445555,8s4枚 9s4枚
8,333445556,1s4枚 9s4枚
8,333445557,1s4枚 2s4枚
8,333445566,1m4枚 9m4枚
8,333445568,1s4枚 2s4枚
8,333445577,8s4枚 9s4枚
8,333445588,7s4枚 9s4枚
8,333445599,7s4枚 8s4枚
8,333445679,1s4枚 3s1枚 6s3枚
8,333445688,1s4枚 9s4枚
8,333445699,1s4枚 8s4枚
8,333455556,1m4枚 9m4枚
8,333455566,1s4枚 9s4枚
8,333455667,1m4枚 9m4枚
8,333455679,1s4枚 2s4枚
8,333456666,1m4枚 9m4枚
8,333456677,1s4枚 9s4枚
8,333456678,1m4枚 9m4枚
8,333456699,1s4枚 2s4枚
8,333456777,1m4枚 9m4枚
8,333456779,1s4枚 3s1枚 6s3枚
8,333456789,1m4枚 9m4枚
8,333456888,1m4枚 9m4枚
8,333456999,1m4枚 9m4枚
8,333477778,1s4枚 3s1枚 8s3枚
8,333478888,1s4枚 3s1枚 7s3枚
8,333555567,1m4枚 9m4枚
8,333555666,1m4枚 9m4枚
8,333555678,1m4枚 9m4枚
8,333555777,1m4枚 9m4枚
8,333555789,1m4枚 9m4枚
8,333555888,1m4枚 9m4枚
8,333555999,1m4枚 9m4枚
8,333556667,1s4枚 2s4枚
8,333556677,1m4枚 9m4枚
8,333556788,1s4枚 2s4枚
8,333556799,1s4枚 2s4枚
8,333566667,1m4枚 9m4枚
8,333566677,1s4枚 2s4枚
8,333566678,1s4枚 2s4枚
8,333566778,1m4枚 9m4枚
8,333567777,1m4枚 9m4枚
8,333567778,1s4枚 2s4枚
8,333567789,1m4枚 9m4枚
8,333567888,1m4枚 9m4枚
8,333567899,1s4枚 2s4枚
8,333567999,1m4枚 9m4枚
8,333578889,1s4枚 2s4枚
8,333578999,1s4枚 2s4枚
8,333666678,1m4枚 9m4枚
8,333666777,1m4枚 9m4枚
8,333666789,1m4枚 9m4枚
8,333666888,1m4枚 9m4枚
8,333666999,1m4枚 9m4枚
8,333667788,1m4枚 9m4枚
8,333677778,1m4枚 9m4枚
8,333677889,1m4枚 9m4枚
8,333678888,1m4枚 9m4枚
8,333678999,1m4枚 9m4枚
8,333777789,1m4枚 9m4枚
8,333777888,1m4枚 9m4枚
8,333777999,1m4枚 9m4枚
8,333778899,1m4枚 9m4枚
8,333788889,1m4枚 9m4枚
8,333789999,1m4枚 9m4枚
8,333888999,1m4枚 9m4枚
8,334444555,8s4枚 9s4枚
8,334444577,8s4枚 9s4枚
8,334444588,7s4枚 9s4枚
8,334444599,7s4枚 8s4枚
8,334445555,8s4枚 9s4枚
8,334445556,1m4枚 9m4枚
8,334445557,1s4枚 2s4枚
8,334445666,8s4枚 9s4枚
8,334445777,8s4枚 9s4枚
8,334446678,1s4枚 2s4枚
8,334446789,1s4枚 2s4枚
8,334455558,1s4枚 3s2枚 4s2枚
8,334455567,1m4枚 9m4枚
8,334455588,1s4枚 9s4枚
8,334455599,1s4枚 8s4枚
8,334455666,1m4枚 9m4枚
8,334455678,1m4枚 9m4枚
8,334455777,1m4枚 9m4枚
8,334455788,1s4枚 3s2枚 4s2枚
8,334455789,1m4枚 9m4枚
8,334455799,1s4枚 3s2枚 4s2枚
8,334455888,1m4枚 9m4枚
8,334455999,1m4枚 9m4枚
8,334456667,1s4枚 9s4枚
8,334456677,1s4枚 9s4枚
8,334456777,1s4枚 9s4枚
8,334555568,1s4枚 2s4枚
8,334555577,8s4枚 9s4枚
8,334555588,7s4枚 9s4枚
8,334555599,7s4枚 8s4枚
8,334555666,8s4枚 9s4枚
8,334556678,1s4枚 2s4枚
8,334566699,7s4枚 8s4枚
8,334667788,1s4枚 7s2枚 8s2枚
8,334677889,1s4枚 7s2枚 8s2枚
8,335555677,1s4枚 2s4枚
8,335555678,1s4枚 2s4枚
8,335556667,1s4枚 2s4枚
8,335556678,1s4枚 2s4枚
8,335556788,1s4枚 2s4枚
8,335556789,1s4枚 2s4枚
8,335566777,1s4枚 2s4枚
8,335566778,1s4枚 2s4枚
8,335666677,1s4枚 2s4枚
8,335666678,1s4枚 2s4枚
8,335666778,1s4枚 2s4枚
8,335667778,1s4枚 2s4枚
8,335667788,1s4枚 2s4枚
8,335667789,1s4枚 2s4枚
8,335677778,1s4枚 2s4枚
8,335677789,1s4枚 2s4枚
8,335677888,1s4枚 2s4枚
8,335677889,1s4枚 2s4枚
8,335677999,1s4枚 2s4枚
8,335678888,1s4枚 2s4枚
8,335678999,1s4枚 2s4枚
8,336666789,1s4枚 2s4枚
8,336667788,1s4枚 2s4枚
8,336677778,1s4枚 2s4枚
8,336677889,1s4枚 2s4枚
8,336678888,1s4枚 2s4枚
8,336678999,1s4枚 2s4枚
8,336777789,1s4枚 2s4枚
8,336777888,1s4枚 2s4枚
8,336778899,1s4枚 2s4枚
8,336788889,1s4枚 2s4枚
8,336789999,1s4枚 2s4枚
8,344445555,1m4枚 9m4枚
8,344445567,1m4枚 9m4枚
8,344445588,1s4枚 9s4枚
8,344445599,1s4枚 8s4枚
8,344445666,1m4枚 9m4枚
8,344445678,1m4枚 9m4枚
8,344445777,1m4枚 9m4枚
8,344445789,1m4枚 9m4枚
8,344445888,1m4枚 9m4枚
8,344445999,1m4枚 9m4枚
8,344447778,1s4枚 3s3枚 7s1枚
8,344447888,1s4枚 3s3枚 8s1枚
8,344455566,1m4枚 9m4枚
8,344455568,1s4枚 9s4枚
8,344455577,8s4枚 9s4枚
8,344455588,7s4枚 9s4枚
8,344455599,7s4枚 8s4枚
8,344455666,8s4枚 9s4枚
8,344455688,1s4枚 9s4枚
8,344455699,1s4枚 8s4枚
8,344455777,8s4枚 9s4枚
8,344456677,1s4枚 9s4枚
8,344477778,1s4枚 4s1枚 8s3枚
8,344478888,1s4枚 4s1枚 7s3枚
8,344555666,8s4枚 9s4枚
8,344555667,1m4枚 9m4枚
8,344555688,1s4枚 9s4枚
8,344555699,1s4枚 8s4枚
8,344556666,1m4枚 9m4枚
8,344556678,1m4枚 9m4枚
8,344556777,1m4枚 9m4枚
8,344556789,1m4枚 9m4枚
8,344556888,1m4枚 9m4枚
8,344556999,1m4枚 9m4枚
8,345555666,1m4枚 9m4枚
8,345555668,1s4枚 2s4枚
8,345555678,1m4枚 9m4枚
8,345555777,1m4枚 9m4枚
8,345555789,1m4枚 9m4枚
8,345555888,1m4枚 9m4枚
8,345555999,1m4枚 9m4枚
8,345556677,1m4枚 9m4枚
8,345566667,1m4枚 9m4枚
8,345566688,1s4枚 9s4枚
8,345566699,1s4枚 8s4枚
8,345566778,1m4枚 9m4枚
8,345567777,1m4枚 9m4枚
8,345567789,1m4枚 9m4枚
8,345567888,1m4枚 9m4枚
8,345567999,1m4枚 9m4枚
8,345577788,1s4枚 9s4枚
8,345577799,1s4枚 8s4枚
8,345666678,1m4枚 9m4枚
8,345666777,1m4枚 9m4枚
8,345666789,1m4枚 9m4枚
8,345666888,1m4枚 9m4枚
8,345666999,1m4枚 9m4枚
8,345667788,1m4枚 9m4枚
8,345677778,1m4枚 9m4枚
8,345677889,1m4枚 9m4枚
8,345678888,1m4枚 9m4枚
8,345678999,1m4枚 9m4枚
8,345777789,1m4枚 9m4枚
8,345777888,1m4枚 9m4枚
8,345777999,1m4枚 9m4枚
8,345778899,1m4枚 9m4枚
8,345788889,1m4枚 9m4枚
8,345789999,1m4枚 9m4枚
8,345888999,1m4枚 9m4枚
8,355566677,8s4枚 9s4枚
8,355566777,8s4枚 9s4枚
8,355566778,6s2枚 7s2枚 9s4枚
8,355567789,6s3枚 7s2枚 9s3枚
8,355667788,6s2枚 7s2枚 9s4枚
8,355677889,6s3枚 7s2枚 9s3枚
8,356667778,1s4枚 2s4枚
8,356778889,6s3枚 7s2枚 9s3枚
8,366777788,6s2枚 8s2枚 9s4枚
8,366778888,6s2枚 7s2枚 9s4枚
8,367777889,6s3枚 8s2枚 9s3枚
8,367788889,6s3枚 7s2枚 9s3枚
8,377778899,6s4枚 8s2枚 9s2枚
8,377888899,6s4枚 7s2枚 9s2枚
8,444455556,1m4枚 9m4枚
8,444455566,1s4枚 9s4枚
8,444455568,1s4枚 2s4枚
8,444455666,1s4枚 9s4枚
8,444455667,1m4枚 9m4枚
8,444455668,1s4枚 2s4枚
8,444456666,1m4枚 9m4枚
8,444456668,1s4枚 2s4枚
8,444456678,1m4枚 9m4枚
8,444456699,1s4枚 2s4枚
8,444456777,1m4枚 9m4枚
8,444456789,1m4枚 9m4枚
8,444456888,1m4枚 9m4枚
8,444456999,1m4枚 9m4枚
8,444555566,1s4枚 9s4枚
8,444555567,1m4枚 9m4枚
8,444555568,1s4枚 2s4枚
8,444555666,1m4枚 9m4枚
8,444555667,1s4枚 2s4枚
8,444555668,1s4枚 2s4枚
8,444555677,1s4枚 2s4枚
8,444555678,1m4枚 9m4枚
8,444555699,1s4枚 2s4枚
8,444555777,1m4枚 9m4枚
8,444555789,1m4枚 9m4枚
8,444555888,1m4枚 9m4枚
8,444555999,1m4枚 9m4枚
8,444556666,1s4枚 9s4枚
8,444556667,1s4枚 2s4枚
8,444556677,1m4枚 9m4枚
8,444556678,1s4枚 2s4枚
8,444556688,1s4枚 9s4枚
8,444556699,1s4枚 8s4枚
8,444556788,1s4枚 2s4枚
8,444556789,1s4枚 2s4枚
8,444556799,1s4枚 2s4枚
8,444566667,1m4枚 9m4枚
8,444566668,1s4枚 2s4枚
8,444566677,1s4枚 2s4枚
8,444566678,1s4枚 2s4枚
8,444566679,1s4枚 2s4枚
8,444566778,1m4枚 9m4枚
8,444566788,1s4枚 2s4枚
8,444566789,1s4枚 2s4枚
8,444567777,1m4枚 9m4枚
8,444567778,1s4枚 2s4枚
8,444567788,1s4枚 2s4枚
8,444567789,1m4枚 9m4枚
8,444567888,1m4枚 9m4枚
8,444567889,1s4枚 2s4枚
8,444567899,1s4枚 2s4枚
8,444567999,1m4枚 9m4枚
8,444568888,1s4枚 2s4枚
8,444568999,1s4枚 2s4枚
8,444578889,1s4枚 2s4枚
8,444578999,1s4枚 2s4枚
8,444666678,1m4枚 9m4枚
8,444666777,1m4枚 9m4枚
8,444666789,1m4枚 9m4枚
8,444666888,1m4枚 9m4枚
8,444666999,1m4枚 9m4枚
8,444667788,1m4枚 9m4枚
8,444677778,1m4枚 9m4枚
8,444677889,1m4枚 9m4枚
8,444678888,1m4枚 9m4枚
8,444678999,1m4枚 9m4枚
8,444777789,1m4枚 9m4枚
8,444777888,1m4枚 9m4枚
8,444777999,1m4枚 9m4枚
8,444778899,1m4枚 9m4枚
8,444788889,1m4枚 9m4枚
8,444789999,1m4枚 9m4枚
8,444888999,1m4枚 9m4枚
8,445555666,1s4枚 9s4枚
8,445555668,1s4枚 2s4枚
8,445555678,1s4枚 2s4枚
8,445555679,1s4枚 2s4枚
8,445555688,1s4枚 9s4枚
8,445555699,1s4枚 8s4枚
8,445556666,1s4枚 9s4枚
8,445556667,1m4枚 9m4枚
8,445556777,1s4枚 9s4枚
8,445556788,1s4枚 2s4枚
8,445556888,1s4枚 9s4枚
8,445566668,1s4枚 2s4枚
8,445566678,1m4枚 9m4枚
8,445566699,1s4枚 2s4枚
8,445566777,1m4枚 9m4枚
8,445566778,1s4枚 2s4枚
8,445566789,1m4枚 9m4枚
8,445566888,1m4枚 9m4枚
8,445566999,1m4枚 9m4枚
8,445567778,1s4枚 2s4枚
8,445567788,1s4枚 2s4枚
8,445567888,1s4枚 2s4枚
8,445666688,1s4枚 9s4枚
8,445666699,1s4枚 8s4枚
8,445666777,1s4枚 9s4枚
8,445667788,1s4枚 2s4枚
8,445677778,1s4枚 2s4枚
8,445677889,1s4枚 2s4枚
8,445678888,1s4枚 2s4枚
8,455556666,1m4枚 9m4枚
8,455556668,1s4枚 2s4枚
8,455556678,1m4枚 9m4枚
8,455556679,1s4枚 2s4枚
8,455556699,1s4枚 2s4枚
8,455556777,1m4枚 9m4枚
8,455556778,1s4枚 2s4枚
8,455556779,1s4枚 2s4枚
8,455556789,1m4枚 9m4枚
8,455556888,1m4枚 9m4枚
8,455556999,1m4枚 9m4枚
8,455566668,1s4枚 2s4枚
8,455566677,1m4枚 9m4枚
8,455566679,1s4枚 2s4枚
8,455566688,1s4枚 9s4枚
8,455566699,1s4枚 8s4枚
8,455566777,1s4枚 9s4枚
8,455566788,1s4枚 2s4枚
8,455566799,1s4枚 2s4枚
8,455566888,1s4枚 9s4枚
8,455567788,1s4枚 2s4枚
8,455567889,1s4枚 2s4枚
8,455568888,1s4枚 2s4枚
8,455568999,1s4枚 2s4枚
8,455666679,1s4枚 2s4枚
8,455666777,1s4枚 9s4枚
8,455666778,1m4枚 9m4枚
8,455666799,1s4枚 2s4枚
8,455667777,1m4枚 9m4枚
8,455667778,1s4枚 2s4枚
8,455667789,1m4枚 9m4枚
8,455667888,1m4枚 9m4枚
8,455667899,1s4枚 2s4枚
8,455667999,1m4枚 9m4枚
8,455678889,1s4枚 2s4枚
8,456666777,1m4枚 9m4枚
8,456666789,1m4枚 9m4枚
8,456666888,1m4枚 9m4枚
8,456666999,1m4枚 9m4枚
8,456667778,1s4枚 2s4枚
8,456667788,1m4枚 9m4枚
8,456667899,1s4枚 2s4枚
8,456677778,1m4枚 9m4枚
8,456677788,1s4枚 2s4枚
8,456677789,1s4枚 2s4枚
8,456677799,1s4枚 2s4枚
8,456677889,1m4枚 9m4枚
8,456678888,1m4枚 9m4枚
8,456678889,1s4枚 2s4枚
8,456678999,1m4枚 9m4枚
8,456688899,1s4枚 2s4枚
8,456777789,1m4枚 9m4枚
8,456777888,1m4枚 9m4枚
8,456777999,1m4枚 9m4枚
8,456778899,1m4枚 9m4枚
8,456788889,1m4枚 9m4枚
8,456789999,1m4枚 9m4枚
8,456888999,1m4枚 9m4枚
8,466677788,1s4枚 9s4枚
8,466677888,1s4枚 9s4枚
8,466677889,1s4枚 7s2枚 8s2枚
8,466778899,1s4枚 7s2枚 8s2枚
8,477778899,1s4枚 8s2枚 9s2枚
8,477888899,1s4枚 7s2枚 9s2枚
8,477889999,1s4枚 7s2枚 8s2枚
8,555566667,1m4枚 9m4枚
8,555566677,1s4枚 2s4枚
8,555566678,1s4枚 2s4枚
8,555566777,1s4枚 2s4枚
8,555566778,1m4枚 9m4枚
8,555567777,1m4枚 9m4枚
8,555567778,1s4枚 2s4枚
8,555567789,1m4枚 9m4枚
8,555567888,1m4枚 9m4枚
8,555567899,1s4枚 2s4枚
8,555567999,1m4枚 9m4枚
8,555578889,1s4枚 2s4枚
8,555578999,1s4枚 2s4枚
8,555666677,1s4枚 2s4枚
8,555666678,1m4枚 9m4枚
8,555666777,1m4枚 9m4枚
8,555666789,1m4枚 9m4枚
8,555666888,1m4枚 9m4枚
8,555666999,1m4枚 9m4枚
8,555667777,1s4枚 2s4枚
8,555667788,1m4枚 9m4枚
8,555667799,1s4枚 2s4枚
8,555677778,1m4枚 9m4枚
8,555677889,1m4枚 9m4枚
8,555678888,1m4枚 9m4枚
8,555678999,1m4枚 9m4枚
8,555777789,1m4枚 9m4枚
8,555777888,1m4枚 9m4枚
8,555777999,1m4枚 9m4枚
8,555778899,1m4枚 9m4枚
8,555788889,1m4枚 9m4枚
8,555789999,1m4枚 9m4枚
8,555888999,1m4枚 9m4枚
8,556666777,1s4枚 2s4枚
8,556666778,1s4枚 2s4枚
8,556666788,1s4枚 2s4枚
8,556666799,1s4枚 2s4枚
8,556667777,1s4枚 2s4枚
8,556667778,1m4枚 9m4枚
8,556667789,1s4枚 2s4枚
8,556667888,1s4枚 2s4枚
8,556667999,1s4枚 2s4枚
8,556677778,1s4枚 2s4枚
8,556677789,1m4枚 9m4枚
8,556677888,1m4枚 9m4枚
8,556677899,1s4枚 2s4枚
8,556677999,1m4枚 9m4枚
8,556777788,1s4枚 2s4枚
8,556777789,1s4枚 2s4枚
8,556777799,1s4枚 2s4枚
8,556777888,1s4枚 2s4枚
8,556778889,1s4枚 2s4枚
8,556778999,1s4枚 2s4枚
8,556788899,1s4枚 2s4枚
8,556788999,1s4枚 2s4枚
8,566667777,1m4枚 9m4枚
8,566667778,1s4枚 2s4枚
8,566667788,1s4枚 2s4枚
8,566667789,1m4枚 9m4枚
8,566667888,1m4枚 9m4枚
8,566667899,1s4枚 2s4枚
8,566667999,1m4枚 9m4枚
8,566677778,1s4枚 2s4枚
8,566677788,1m4枚 9m4枚
8,566677789,1s4枚 2s4枚
8,566677799,1s4枚 2s4枚
8,566677888,1s4枚 2s4枚
8,566677889,1s4枚 2s4枚
8,566677999,1s4枚 2s4枚
8,566678888,1s4枚 2s4枚
8,566678889,1s4枚 2s4枚
8,566678999,1s4枚 2s4枚
8,566777788,1s4枚 2s4枚
8,566777789,1s4枚 2s4枚
8,566777888,1s4枚 2s4枚
8,566777889,1m4枚 9m4枚
8,566778888,1m4枚 9m4枚
8,566778899,1s4枚 2s4枚
8,566778999,1m4枚 9m4枚
8,566788889,1s4枚 2s4枚
8,567777888,1m4枚 9m4枚
8,567777889,1s4枚 2s4枚
8,567777899,1s4枚 2s4枚
8,567777999,1m4枚 9m4枚
8,567778888,1s4枚 2s4枚
8,567778899,1m4枚 9m4枚
8,567778999,1s4枚 2s4枚
8,567788889,1m4枚 9m4枚
8,567788999,1s4枚 2s4枚
8,567789999,1m4枚 9m4枚
8,567888899,1s4枚 2s4枚
8,567888999,1m4枚 9m4枚
8,577778889,1s4枚 2s4枚
8,577778899,1s4枚 2s4枚
8,577778999,1s4枚 2s4枚
8,577788889,1s4枚 2s4枚
8,577788899,1s4枚 2s4枚
8,577788999,1s4枚 2s4枚
8,577789999,1s4枚 2s4枚
8,577888899,1s4枚 2s4枚
8,577888999,1s4枚 2s4枚
8,577889999,1s4枚 2s4枚
8,578888999,1s4枚 2s4枚
8,578889999,1s4枚 2s4枚
8,666677778,1m4枚 9m4枚
8,666677889,1m4枚 9m4枚
8,666678888,1m4枚 9m4枚
8,666678999,1m4枚 9m4枚
8,666777789,1m4枚 9m4枚
8,666777888,1m4枚 9m4枚
8,666777999,1m4枚 9m4枚
8,666778899,1m4枚 9m4枚
8,666788889,1m4枚 9m4枚
8,666789999,1m4枚 9m4枚
8,666888999,1m4枚 9m4枚
8,667778889,1m4枚 9m4枚
