待ち牌のロス数,手牌,ロスの内訳
4,455666678,1s4枚
4,455667788,1s4枚
4,455667799,1s4枚
4,455677778,1s4枚
4,455678999,1s4枚
4,456666778,1s4枚
4,456666788,1s4枚
4,456666799,1s4枚
4,456667777,1s4枚
4,456667789,1s4枚
4,456667888,1s4枚
4,456667999,1s4枚
4,456677888,1s4枚
4,456677899,1s4枚
4,456777788,1s4枚
4,456777799,1s4枚
4,456778889,1s4枚
4,456778999,1s4枚
4,456788899,1s4枚
4,456788999,1s4枚
4,466667778,1s4枚
4,466667788,1s4枚
4,466667888,1s4枚
4,466677778,1s4枚
4,466678888,1s4枚
4,466777788,1s4枚
4,466777789,1s4枚
4,466777888,1s4枚
4,466778888,1s4枚
4,466788889,1s4枚
4,467777888,1s4枚
4,467777889,1s4枚
4,467777899,1s4枚
4,467778888,1s4枚
4,467778999,1s4枚
4,467788889,1s4枚
4,467788999,1s4枚
4,467888899,1s4枚
4,467888999,1s4枚
5,111224566,1s1枚 9s4枚
5,111225567,1s1枚 9s4枚
5,111225677,1s1枚 3s4枚
5,111226678,1s1枚 3s4枚
5,111226789,1s1枚 3s4枚
5,111235888,8s1枚 9s4枚
5,111235999,8s4枚 9s1枚
5,111335567,1s1枚 9s4枚
5,111335677,1s1枚 2s4枚
5,111336678,1s1枚 2s4枚
5,111336789,1s1枚 2s4枚
5,111345588,1s1枚 9s4枚
5,111345599,1s1枚 8s4枚
5,111356677,1s1枚 9s4枚
5,111357888,1s1枚 5s3枚 8s1枚
5,111357999,1s1枚 5s3枚 9s1枚
5,111444568,1s1枚 2s4枚
5,111445556,1s1枚 9s4枚
5,111445678,1s1枚 2s4枚
5,111445688,1s1枚 9s4枚
5,111445699,1s1枚 8s4枚
5,111455566,1s1枚 9s4枚
5,111455568,1s1枚 2s4枚
5,111456699,1s1枚 2s4枚
5,111556667,1s1枚 2s4枚
5,111556788,1s1枚 2s4枚
5,111556799,1s1枚 2s4枚
5,111566677,1s1枚 2s4枚
5,111566678,1s1枚 2s4枚
5,111567778,1s1枚 2s4枚
5,111567899,1s1枚 2s4枚
5,111578889,1s1枚 2s4枚
5,111578999,1s1枚 2s4枚
5,112224566,2s1枚 9s4枚
5,112225567,2s1枚 9s4枚
5,112225677,2s1枚 3s4枚
5,112226678,2s1枚 3s4枚
5,112226789,2s1枚 3s4枚
5,112345888,8s1枚 9s4枚
5,112345999,8s4枚 9s1枚
5,113335677,2s4枚 3s1枚
5,113336678,2s4枚 3s1枚
5,113336789,2s4枚 3s1枚
5,113455888,8s1枚 9s4枚
5,113455999,8s4枚 9s1枚
5,114456888,8s1枚 9s4枚
5,114456999,8s4枚 9s1枚
5,114566999,2s4枚 9s1枚
5,115567999,2s4枚 9s1枚
5,122235888,8s1枚 9s4枚
5,122235999,8s4枚 9s1枚
5,123466777,7s1枚 9s4枚
5,123466888,8s1枚 9s4枚
5,123477788,7s1枚 9s4枚
5,123477799,7s1枚 8s4枚
5,123477888,8s1枚 9s4枚
5,123477999,8s4枚 9s1枚
5,123488899,7s4枚 8s1枚
5,123488999,7s4枚 9s1枚
5,222335567,2s1枚 9s4枚
5,222335677,1s4枚 2s1枚
5,222336678,1s4枚 2s1枚
5,222336789,1s4枚 2s1枚
5,222356677,2s1枚 9s4枚
5,222357888,2s1枚 5s3枚 8s1枚
5,222357999,2s1枚 5s3枚 9s1枚
5,222444568,1s4枚 2s1枚
5,222445678,1s4枚 2s1枚
5,222446678,1s4枚 2s1枚
5,222446789,1s4枚 2s1枚
5,222455568,1s4枚 2s1枚
5,222456699,1s4枚 2s1枚
5,222467788,1s4枚 2s1枚
5,222556667,1s4枚 2s1枚
5,222556788,1s4枚 2s1枚
5,222556799,1s4枚 2s1枚
5,222566677,1s4枚 2s1枚
5,222566678,1s4枚 2s1枚
5,222567778,1s4枚 2s1枚
5,222567899,1s4枚 2s1枚
5,222578889,1s4枚 2s1枚
5,222578999,1s4枚 2s1枚
5,223335677,1s4枚 3s1枚
5,223336678,1s4枚 3s1枚
5,223336789,1s4枚 3s1枚
5,223346777,7s1枚 9s4枚
5,223346888,8s1枚 9s4枚
5,223455888,8s1枚 9s4枚
5,223455999,8s4枚 9s1枚
5,224566999,1s4枚 9s1枚
5,225567999,1s4枚 9s1枚
5,233345888,8s1枚 9s4枚
5,233345999,8s4枚 9s1枚
5,234445888,8s1枚 9s4枚
5,234445999,8s4枚 9s1枚
5,234466777,7s1枚 9s4枚
5,234466888,8s1枚 9s4枚
5,234477788,7s1枚 9s4枚
5,234477799,7s1枚 8s4枚
5,234477888,8s1枚 9s4枚
5,234477999,8s4枚 9s1枚
5,234488899,7s4枚 8s1枚
5,234488999,7s4枚 9s1枚
5,234566888,8s1枚 9s4枚
5,234566999,8s4枚 9s1枚
5,245556888,8s1枚 9s4枚
5,245556999,8s4枚 9s1枚
5,245666888,8s1枚 9s4枚
5,245666999,8s4枚 9s1枚
5,333446678,1s4枚 3s1枚
5,333446789,1s4枚 3s1枚
5,333467788,1s4枚 3s1枚
5,334445888,8s1枚 9s4枚
5,334445999,8s4枚 9s1枚
5,334457888,1s4枚 8s1枚
5,334457999,1s4枚 9s1枚
5,334577788,7s1枚 9s4枚
5,334577799,7s1枚 8s4枚
5,334577888,8s1枚 9s4枚
5,334577999,8s4枚 9s1枚
5,334588899,7s4枚 8s1枚
5,334588999,7s4枚 9s1枚
5,344455888,8s1枚 9s4枚
5,344455999,8s4枚 9s1枚
5,345577888,1s4枚 8s1枚
5,345577999,1s4枚 9s1枚
5,345588899,1s4枚 8s1枚
5,345588999,1s4枚 9s1枚
5,445556999,1s4枚 9s1枚
5,445688899,1s4枚 8s1枚
5,445688999,1s4枚 9s1枚
5,455566999,1s4枚 9s1枚
6,111123447,2s3枚 3s3枚
6,111123699,2s3枚 3s3枚
6,111222336,1s1枚 2s1枚 9s4枚
6,111222337,1s1枚 2s1枚 4s4枚
6,111222446,1s1枚 2s1枚 9s4枚
6,111222447,1s1枚 2s1枚 3s4枚
6,111222588,1s1枚 2s1枚 9s4枚
6,111222599,1s1枚 2s1枚 8s4枚
6,111222699,1s1枚 2s1枚 3s4枚
6,111223336,1s1枚 3s1枚 9s4枚
6,111223337,1s1枚 3s1枚 4s4枚
6,111224447,1s1枚 3s4枚 4s1枚
6,111225888,1s1枚 8s1枚 9s4枚
6,111225999,1s1枚 8s4枚 9s1枚
6,111226999,1s1枚 3s4枚 9s1枚
6,111234447,2s3枚 3s3枚
6,111234699,2s3枚 3s3枚
6,111235557,2s3枚 3s3枚
6,111235677,2s3枚 3s3枚
6,111235789,8s3枚 9s3枚
6,111236667,2s3枚 3s3枚
6,111236678,2s3枚 3s3枚
6,111236778,2s3枚 3s3枚
6,111236788,2s3枚 3s3枚
6,111236789,2s3枚 3s3枚
6,111237777,2s3枚 3s3枚
6,111237789,2s3枚 3s3枚
6,111237888,2s3枚 3s3枚
6,111237999,2s3枚 3s3枚
6,111333446,1s1枚 3s1枚 9s4枚
6,111333447,1s1枚 2s4枚 3s1枚
6,111333557,1s1枚 2s4枚 3s1枚
6,111333699,1s1枚 2s4枚 3s1枚
6,111334447,1s1枚 2s4枚 4s1枚
6,111335888,1s1枚 8s1枚 9s4枚
6,111335999,1s1枚 8s4枚 9s1枚
6,111336999,1s1枚 2s4枚 9s1枚
6,111356799,6s3枚 7s3枚
6,111366678,7s3枚 8s3枚
6,111378999,7s3枚 8s3枚
6,111444557,1s1枚 2s4枚 4s1枚
6,111466777,1s1枚 7s1枚 9s4枚
6,111466888,1s1枚 8s1枚 9s4枚
6,111477788,1s1枚 7s1枚 9s4枚
6,111477799,1s1枚 7s1枚 8s4枚
6,111477888,1s1枚 8s1枚 9s4枚
6,111477999,1s1枚 8s4枚 9s1枚
6,111488899,1s1枚 7s4枚 8s1枚
6,111488999,1s1枚 7s4枚 9s1枚
6,111577888,1s1枚 2s4枚 8s1枚
6,111577999,1s1枚 2s4枚 9s1枚
6,111588899,1s1枚 2s4枚 8s1枚
6,111588999,1s1枚 2s4枚 9s1枚
6,112222347,3s3枚 4s3枚
6,112223336,2s1枚 3s1枚 9s4枚
6,112223338,2s1枚 3s1枚 5s4枚
6,112223457,3s3枚 4s3枚
6,112224447,2s1枚 3s4枚 4s1枚
6,112224678,7s3枚 8s3枚
6,112225888,2s1枚 8s1枚 9s4枚
6,112225999,2s1枚 8s4枚 9s1枚
6,112226999,2s1枚 3s4枚 9s1枚
6,112233699,1s2枚 2s2枚 3s2枚
6,112333347,2s3枚 4s3枚
6,112344447,2s3枚 3s3枚
6,112344678,7s3枚 8s3枚
6,112345789,8s3枚 9s3枚
6,112346678,2s3枚 3s3枚
6,112346789,2s3枚 3s3枚
6,113334447,2s4枚 3s1枚 4s1枚
6,113334678,7s3枚 8s3枚
6,113336999,2s4枚 3s1枚 9s1枚
6,113345678,7s3枚 8s3枚
6,113445678,7s3枚 8s3枚
6,113455557,3s3枚 4s3枚
6,113455789,8s3枚 9s3枚
6,113456667,3s3枚 4s3枚
6,113456778,3s3枚 4s3枚
6,113456788,3s3枚 4s3枚
6,113457777,3s3枚 4s3枚
6,113457789,3s3枚 4s3枚
6,113457888,3s3枚 4s3枚
6,113457999,3s3枚 4s3枚
6,114444678,7s3枚 8s3枚
6,114456789,8s3枚 9s3枚
6,114555678,7s3枚 8s3枚
6,114666678,7s3枚 8s3枚
6,114678999,7s3枚 8s3枚
6,114777789,8s3枚 9s3枚
6,114777888,7s1枚 8s1枚 9s4枚
6,114777999,7s1枚 8s4枚 9s1枚
6,114778899,7s2枚 8s2枚 9s2枚
6,114788889,7s3枚 9s3枚
6,114789999,7s3枚 8s3枚
6,114888999,7s4枚 8s1枚 9s1枚
6,115888999,2s4枚 8s1枚 9s1枚
6,122223447,1s3枚 3s3枚
6,122223699,1s3枚 3s3枚
6,122234568,4s3枚 5s3枚
6,122234678,7s3枚 8s3枚
6,122235677,1s3枚 3s3枚
6,122235789,8s3枚 9s3枚
6,122236678,1s3枚 3s3枚
6,122236789,1s3枚 3s3枚
6,122334556,3s2枚 9s4枚
6,122345678,4s3枚 7s3枚
6,123333447,1s3枚 2s3枚
6,123333478,7s3枚 8s3枚
6,123333557,1s3枚 2s3枚
6,123333699,1s3枚 2s3枚
6,123334678,7s3枚 8s3枚
6,123335677,1s3枚 2s3枚
6,123335678,1s3枚 2s3枚
6,123336678,1s3枚 2s3枚
6,123336789,1s3枚 2s3枚
6,123345667,1s3枚 4s3枚
6,123356799,6s3枚 7s3枚
6,123366678,7s3枚 8s3枚
6,123378999,7s3枚 8s3枚
6,123444568,1s3枚 2s3枚
6,123446678,2s3枚 3s3枚
6,123446789,2s3枚 3s3枚
6,123456699,1s3枚 2s3枚
6,123456778,2s3枚 5s3枚
6,123466678,7s3枚 8s3枚
6,123466789,7s3枚 8s3枚
6,123467788,2s3枚 3s3枚
6,123467899,7s3枚 8s3枚
6,123477789,8s3枚 9s3枚
6,123478889,7s3枚 9s3枚
6,123478999,7s3枚 8s3枚
6,123556667,1s3枚 2s3枚
6,123556788,1s3枚 2s3枚
6,123556799,1s3枚 2s3枚
6,123566677,1s3枚 2s3枚
6,123566678,1s3枚 2s3枚
6,123567778,1s3枚 2s3枚
6,123567899,1s3枚 2s3枚
6,123578889,1s3枚 2s3枚
6,123578999,1s3枚 2s3枚
6,134455678,7s3枚 8s3枚
6,134555678,7s3枚 8s3枚
6,134567778,4s3枚 5s3枚
6,222333448,2s1枚 3s1枚 5s4枚
6,222333557,1s4枚 2s1枚 3s1枚
6,222333699,1s4枚 2s1枚 3s1枚
6,222334447,1s4枚 2s1枚 4s1枚
6,222334678,7s3枚 8s3枚
6,222335888,2s1枚 8s1枚 9s4枚
6,222335999,2s1枚 8s4枚 9s1枚
6,222336999,1s4枚 2s1枚 9s1枚
6,222344478,7s3枚 8s3枚
6,222344678,7s3枚 8s3枚
6,222356799,6s3枚 7s3枚
6,222366678,7s3枚 8s3枚
6,222378999,7s3枚 8s3枚
6,222444557,1s4枚 2s1枚 4s1枚
6,222446999,1s4枚 2s1枚 9s1枚
6,222577888,1s4枚 2s1枚 8s1枚
6,222577999,1s4枚 2s1枚 9s1枚
6,222588899,1s4枚 2s1枚 8s1枚
6,222588999,1s4枚 2s1枚 9s1枚
6,223333478,7s3枚 8s3枚
6,223334447,1s4枚 3s1枚 4s1枚
6,223334448,1s4枚 3s1枚 4s1枚
6,223334678,7s3枚 8s3枚
6,223336999,1s4枚 3s1枚 9s1枚
6,223346678,7s3枚 8s3枚
6,223346789,7s3枚 8s3枚
6,223455789,8s3枚 9s3枚
6,223456799,6s3枚 7s3枚
6,223466678,7s3枚 8s3枚
6,223478999,7s3枚 8s3枚
6,225888999,1s4枚 8s1枚 9s1枚
6,233334478,7s3枚 8s3枚
6,233344678,7s3枚 8s3枚
6,233345679,5s3枚 6s3枚
6,233345789,8s3枚 9s3枚
6,233445667,1s4枚 4s2枚
6,233456678,5s3枚 8s3枚
6,233456789,5s3枚 8s3枚
6,233456799,6s3枚 7s3枚
6,233466678,7s3枚 8s3枚
6,233478999,7s3枚 8s3枚
6,234444699,2s3枚 3s3枚
6,234445557,2s3枚 3s3枚
6,234445789,8s3枚 9s3枚
6,234446667,2s3枚 3s3枚
6,234446678,2s3枚 3s3枚
6,234446778,2s3枚 3s3枚
6,234446788,2s3枚 3s3枚
6,234446789,2s3枚 3s3枚
6,234447777,2s3枚 3s3枚
6,234447789,2s3枚 3s3枚
6,234447888,2s3枚 3s3枚
6,234447999,2s3枚 3s3枚
6,234456778,2s3枚 5s3枚
6,234466678,7s3枚 8s3枚
6,234466789,7s3枚 8s3枚
6,234467788,2s3枚 3s3枚
6,234467899,7s3枚 8s3枚
6,234477789,8s3枚 9s3枚
6,234478889,7s3枚 9s3枚
6,234478999,7s3枚 8s3枚
6,234555679,2s3枚 3s3枚
6,234555699,2s3枚 3s3枚
6,234556679,2s3枚 3s3枚
6,234566799,2s3枚 3s3枚
6,234567799,2s3枚 3s3枚
6,234567889,3s3枚 6s3枚
6,234577789,8s3枚 9s3枚
6,234666699,2s3枚 3s3枚
6,234667778,2s3枚 3s3枚
6,234667888,2s3枚 3s3枚
6,234667899,2s3枚 3s3枚
6,234677788,2s3枚 3s3枚
6,234677789,2s3枚 3s3枚
6,234677799,2s3枚 3s3枚
6,234677888,2s3枚 3s3枚
6,234678889,2s3枚 3s3枚
6,234688899,2s3枚 3s3枚
6,236667888,2s3枚 3s3枚
6,236677778,2s3枚 3s3枚
6,236777788,2s3枚 3s3枚
6,236777789,2s3枚 3s3枚
6,245666789,8s3枚 9s3枚
6,245678889,5s3枚 6s3枚
6,255666777,6s1枚 7s1枚 9s4枚
6,266677788,6s1枚 7s1枚 9s4枚
6,266777888,5s4枚 7s1枚 8s1枚
6,277788899,5s4枚 7s1枚 8s1枚
6,333356799,6s3枚 7s3枚
6,333366678,7s3枚 8s3枚
6,333378999,7s3枚 8s3枚
6,333444558,1s4枚 3s1枚 4s1枚
