待ち牌のロス数,手牌,ロスの内訳
8,336789,1s4枚 2s4枚
8,344445,1m4枚 9m4枚
8,344455,8s4枚 9s4枚
8,344556,1m4枚 9m4枚
8,345555,1m4枚 9m4枚
8,345567,1m4枚 9m4枚
8,345588,1s4枚 9s4枚
8,345599,1s4枚 8s4枚
8,345666,1m4枚 9m4枚
8,345678,1m4枚 9m4枚
8,345777,1m4枚 9m4枚
8,345789,1m4枚 9m4枚
8,345888,1m4枚 9m4枚
8,345999,1m4枚 9m4枚
8,444456,1m4枚 9m4枚
8,444555,1m4枚 9m4枚
8,444567,1m4枚 9m4枚
8,444568,1s4枚 2s4枚
8,444666,1m4枚 9m4枚
8,444678,1m4枚 9m4枚
8,444777,1m4枚 9m4枚
8,444789,1m4枚 9m4枚
8,444888,1m4枚 9m4枚
8,444999,1m4枚 9m4枚
8,445556,1s4枚 9s4枚
8,445566,1m4枚 9m4枚
8,445678,1s4枚 2s4枚
8,445688,1s4枚 9s4枚
8,445699,1s4枚 8s4枚
8,455556,1m4枚 9m4枚
8,455566,1s4枚 9s4枚
8,455568,1s4枚 2s4枚
8,455667,1m4枚 9m4枚
8,456666,1m4枚 9m4枚
8,456678,1m4枚 9m4枚
8,456699,1s4枚 2s4枚
8,456777,1m4枚 9m4枚
8,456789,1m4枚 9m4枚
8,456888,1m4枚 9m4枚
8,456999,1m4枚 9m4枚
8,555567,1m4枚 9m4枚
8,555666,1m4枚 9m4枚
8,555678,1m4枚 9m4枚
8,555777,1m4枚 9m4枚
8,555789,1m4枚 9m4枚
8,555888,1m4枚 9m4枚
8,555999,1m4枚 9m4枚
8,556667,1s4枚 2s4枚
8,556677,1m4枚 9m4枚
8,556788,1s4枚 2s4枚
8,556799,1s4枚 2s4枚
8,566667,1m4枚 9m4枚
8,566677,1s4枚 2s4枚
8,566678,1s4枚 2s4枚
8,566778,1m4枚 9m4枚
8,567777,1m4枚 9m4枚
8,567778,1s4枚 2s4枚
8,567789,1m4枚 9m4枚
8,567888,1m4枚 9m4枚
8,567899,1s4枚 2s4枚
8,567999,1m4枚 9m4枚
8,578889,1s4枚 2s4枚
8,578999,1s4枚 2s4枚
8,666678,1m4枚 9m4枚
8,666777,1m4枚 9m4枚
8,666789,1m4枚 9m4枚
8,666888,1m4枚 9m4枚
8,666999,1m4枚 9m4枚
8,667788,1m4枚 9m4枚
8,677778,1m4枚 9m4枚
8,677889,1m4枚 9m4枚
8,678888,1m4枚 9m4枚
8,678999,1m4枚 9m4枚
8,777789,1m4枚 9m4枚
8,777888,1m4枚 9m4枚
8,777999,1m4枚 9m4枚
8,778899,1m4枚 9m4枚
8,788889,1m4枚 9m4枚
8,789999,1m4枚 9m4枚
8,888999,1m4枚 9m4枚
9,111225,1s1枚 8s4枚 9s4枚
9,111226,1s1枚 3s4枚 9s4枚
9,111227,1s1枚 3s4枚 4s4枚
9,111335,1s1枚 8s4枚 9s4枚
9,111336,1s1枚 2s4枚 9s4枚
9,111337,1s1枚 2s4枚 4s4枚
9,111447,1s1枚 2s4枚 3s4枚
9,111477,1s1枚 8s4枚 9s4枚
9,111488,1s1枚 7s4枚 9s4枚
9,111499,1s1枚 7s4枚 8s4枚
9,111588,1s1枚 2s4枚 9s4枚
9,111599,1s1枚 2s4枚 8s4枚
9,111699,1s1枚 2s4枚 3s4枚
9,112225,2s1枚 8s4枚 9s4枚
9,112226,2s1枚 3s4枚 9s4枚
9,112227,2s1枚 3s4枚 4s4枚
9,112347,2s3枚 3s3枚 4s3枚
9,113336,2s4枚 3s1枚 9s4枚
9,113337,2s4枚 3s1枚 4s4枚
9,114447,2s4枚 3s4枚 4s1枚
9,114777,7s1枚 8s4枚 9s4枚
9,114789,7s3枚 8s3枚 9s3枚
9,114888,7s4枚 8s1枚 9s4枚
9,114999,7s4枚 8s4枚 9s1枚
9,115888,2s4枚 8s1枚 9s4枚
9,115999,2s4枚 8s4枚 9s1枚
9,116999,2s4枚 3s4枚 9s1枚
9,123447,1s3枚 2s3枚 3s3枚
9,123699,1s3枚 2s3枚 3s3枚
9,222335,2s1枚 8s4枚 9s4枚
9,222336,1s4枚 2s1枚 9s4枚
9,222337,1s4枚 2s1枚 4s4枚
9,222446,1s4枚 2s1枚 9s4枚
9,222447,1s4枚 2s1枚 3s4枚
9,222588,1s4枚 2s1枚 9s4枚
9,222599,1s4枚 2s1枚 8s4枚
9,222699,1s4枚 2s1枚 3s4枚
9,223336,1s4枚 3s1枚 9s4枚
9,223337,1s4枚 3s1枚 4s4枚
9,224447,1s4枚 3s4枚 4s1枚
9,225888,1s4枚 8s1枚 9s4枚
9,225999,1s4枚 8s4枚 9s1枚
9,226999,1s4枚 3s4枚 9s1枚
9,333446,1s4枚 3s1枚 9s4枚
9,333447,1s4枚 2s4枚 3s1枚
9,333557,1s4枚 2s4枚 3s1枚
9,333699,1s4枚 2s4枚 3s1枚
9,334447,1s4枚 2s4枚 4s1枚
9,336999,1s4枚 2s4枚 9s1枚
9,355666,6s1枚 8s4枚 9s4枚
9,355777,7s1枚 8s4枚 9s4枚
9,366677,6s1枚 8s4枚 9s4枚
9,366688,6s1枚 7s4枚 9s4枚
9,366699,6s1枚 7s4枚 8s4枚
9,366777,7s1枚 8s4枚 9s4枚
9,366789,7s3枚 8s3枚 9s3枚
9,366888,7s4枚 8s1枚 9s4枚
9,366999,7s4枚 8s4枚 9s1枚
9,367899,6s3枚 7s3枚 8s3枚
9,377788,6s4枚 7s1枚 9s4枚
9,377799,6s4枚 7s1枚 8s4枚
9,377888,6s4枚 8s1枚 9s4枚
9,377999,6s4枚 8s4枚 9s1枚
9,388899,6s4枚 7s4枚 8s1枚
9,388999,6s4枚 7s4枚 9s1枚
9,444557,1s4枚 2s4枚 4s1枚
9,466777,1s4枚 7s1枚 9s4枚
9,466888,1s4枚 8s1枚 9s4枚
9,477788,1s4枚 7s1枚 9s4枚
9,477799,1s4枚 7s1枚 8s4枚
9,477888,1s4枚 8s1枚 9s4枚
9,477999,1s4枚 8s4枚 9s1枚
9,488899,1s4枚 7s4枚 8s1枚
9,488999,1s4枚 7s4枚 9s1枚
9,577888,1s4枚 2s4枚 8s1枚
9,577999,1s4枚 2s4枚 9s1枚
9,588899,1s4枚 2s4枚 8s1枚
9,588999,1s4枚 2s4枚 9s1枚
10,111236,2s3枚 3s3枚 9s4枚
10,111238,2s3枚 3s3枚 5s4枚
10,112346,2s3枚 3s3枚 9s4枚
10,113567,6s3枚 7s3枚 9s4枚
10,114568,2s4枚 4s3枚 5s3枚
10,115789,2s4枚 8s3枚 9s3枚
10,122236,1s3枚 3s3枚 9s4枚
10,122237,1s3枚 3s3枚 4s4枚
10,123336,1s3枚 2s3枚 9s4枚
10,123337,1s3枚 2s3枚 4s4枚
10,123446,2s3枚 3s3枚 9s4枚
10,123588,1s3枚 2s3枚 9s4枚
10,123599,1s3枚 2s3枚 8s4枚
10,134567,3s3枚 6s3枚 9s4枚
10,222347,1s4枚 3s3枚 4s3枚
10,222348,1s4枚 3s3枚 4s3枚
10,223457,1s4枚 3s3枚 4s3枚
10,223567,6s3枚 7s3枚 9s4枚
10,224568,1s4枚 4s3枚 5s3枚
10,224678,1s4枚 7s3枚 8s3枚
10,225789,1s4枚 8s3枚 9s3枚
10,233347,1s4枚 2s3枚 4s3枚
10,234446,2s3枚 3s3枚 9s4枚
10,234448,2s3枚 3s3枚 5s4枚
10,234557,1s4枚 3s3枚 4s3枚
10,234568,3s3枚 6s3枚 9s4枚
10,234677,2s3枚 3s3枚 9s4枚
10,234688,2s3枚 3s3枚 9s4枚
10,245678,1s4枚 4s3枚 7s3枚
10,245688,5s3枚 6s3枚 9s4枚
10,245699,5s3枚 6s3枚 8s4枚
10,255567,6s3枚 7s3枚 9s4枚
10,266678,5s4枚 7s3枚 8s3枚
10,267888,6s3枚 7s3枚 9s4枚
10,278999,5s4枚 7s3枚 8s3枚
10,334678,1s4枚 7s3枚 8s3枚
10,345557,1s4枚 3s3枚 4s3枚
10,345558,1s4枚 3s3枚 4s3枚
10,345679,1s4枚 4s3枚 7s3枚
10,345788,1s4枚 3s3枚 4s3枚
10,345799,1s4枚 3s3枚 4s3枚
10,355567,6s3枚 7s3枚 9s4枚
10,355678,6s3枚 7s3枚 9s4枚
10,356788,6s3枚 7s3枚 9s4枚
10,367778,6s3枚 8s3枚 9s4枚
10,367888,6s3枚 7s3枚 9s4枚
10,377789,6s4枚 8s3枚 9s3枚
10,378889,6s4枚 7s3枚 9s3枚
10,466678,1s4枚 7s3枚 8s3枚
10,466789,1s4枚 7s3枚 8s3枚
10,467899,1s4枚 7s3枚 8s3枚
10,477789,1s4枚 8s3枚 9s3枚
10,478889,1s4枚 7s3枚 9s3枚
10,478999,1s4枚 7s3枚 8s3枚
11,123445,2s3枚 8s4枚 9s4枚
11,222367,2s1枚 6s3枚 7s3枚 9s4枚
11,222378,2s1枚 5s4枚 7s3枚 8s3枚
11,233367,3s1枚 6s3枚 7s3枚 9s4枚
11,233378,3s1枚 5s4枚 7s3枚 8s3枚
11,233456,5s3枚 8s4枚 9s4枚
11,236667,2s3枚 3s3枚 6s1枚 9s4枚
11,236777,2s3枚 3s3枚 7s1枚 9s4枚
11,237778,2s3枚 3s3枚 5s4枚 7s1枚
11,237888,2s3枚 3s3枚 5s4枚 8s1枚
11,333478,1s4枚 3s1枚 7s3枚 8s3枚
11,344478,1s4枚 4s1枚 7s3枚 8s3枚
11,347778,1s4枚 3s3枚 4s3枚 7s1枚
11,347888,1s4枚 3s3枚 4s3枚 8s1枚
11,456778,1s4枚 2s4枚 5s3枚
11,566789,1s4枚 2s4枚 8s3枚
12,111356,1s1枚 5s3枚 8s4枚 9s4枚
12,111357,1s1枚 5s3枚 8s4枚 9s4枚
12,111366,7s4枚 8s4枚 9s4枚
12,111377,6s4枚 8s4枚 9s4枚
12,111388,6s4枚 7s4枚 9s4枚
12,111399,6s4枚 7s4枚 8s4枚
12,112224,7s4枚 8s4枚 9s4枚
12,112344,7s4枚 8s4枚 9s4枚
12,113334,7s4枚 8s4枚 9s4枚
12,113335,2s4枚 8s4枚 9s4枚
12,113345,7s4枚 8s4枚 9s4枚
12,113445,7s4枚 8s4枚 9s4枚
12,114444,7s4枚 8s4枚 9s4枚
12,114445,2s4枚 8s4枚 9s4枚
12,114446,2s4枚 3s4枚 9s4枚
12,114555,7s4枚 8s4枚 9s4枚
12,114556,2s4枚 8s4枚 9s4枚
12,114666,7s4枚 8s4枚 9s4枚
12,115555,2s4枚 8s4枚 9s4枚
12,115556,2s4枚 3s4枚 9s4枚
12,115557,2s4枚 3s4枚 4s4枚
12,115666,2s4枚 8s4枚 9s4枚
12,115667,2s4枚 3s4枚 9s4枚
12,115777,2s4枚 8s4枚 9s4枚
12,116666,2s4枚 3s4枚 9s4枚
12,116667,2s4枚 3s4枚 4s4枚
12,116777,2s4枚 3s4枚 9s4枚
12,116778,2s4枚 3s4枚 4s4枚
12,116788,2s4枚 3s4枚 4s4枚
12,116888,2s4枚 3s4枚 9s4枚
12,117777,2s4枚 3s4枚 4s4枚
12,117789,2s4枚 3s4枚 4s4枚
12,117888,2s4枚 3s4枚 4s4枚
12,117999,2s4枚 3s4枚 4s4枚
12,122234,7s4枚 8s4枚 9s4枚
12,123334,7s4枚 8s4枚 9s4枚
12,123366,7s4枚 8s4枚 9s4枚
12,123377,6s4枚 8s4枚 9s4枚
12,123388,6s4枚 7s4枚 9s4枚
12,123399,6s4枚 7s4枚 8s4枚
12,123455,7s4枚 8s4枚 9s4枚
12,123466,7s4枚 8s4枚 9s4枚
12,134445,7s4枚 8s4枚 9s4枚
12,134455,7s4枚 8s4枚 9s4枚
12,134555,7s4枚 8s4枚 9s4枚
12,135666,3s3枚 6s1枚 8s4枚 9s4枚
12,135777,3s3枚 7s1枚 8s4枚 9s4枚
12,222334,7s4枚 8s4枚 9s4枚
12,222344,7s4枚 8s4枚 9s4枚
12,222356,2s1枚 5s3枚 8s4枚 9s4枚
12,222357,2s1枚 5s3枚 8s4枚 9s4枚
12,222366,7s4枚 8s4枚 9s4枚
12,222377,6s4枚 8s4枚 9s4枚
12,222388,6s4枚 7s4枚 9s4枚
12,222399,6s4枚 7s4枚 8s4枚
12,222467,1s4枚 2s1枚 6s3枚 9s4枚
12,222468,1s4枚 2s1枚 6s3枚 9s4枚
12,222477,1s4枚 8s4枚 9s4枚
12,222488,1s4枚 7s4枚 9s4枚
12,222499,1s4枚 7s4枚 8s4枚
12,223334,7s4枚 8s4枚 9s4枚
12,223335,1s4枚 8s4枚 9s4枚
12,223345,7s4枚 8s4枚 9s4枚
12,223346,7s4枚 8s4枚 9s4枚
12,223466,7s4枚 8s4枚 9s4枚
12,223477,6s4枚 8s4枚 9s4枚
12,223488,6s4枚 7s4枚 9s4枚
12,223499,6s4枚 7s4枚 8s4枚
12,224445,1s4枚 8s4枚 9s4枚
12,224446,1s4枚 3s4枚 9s4枚
12,224456,1s4枚 8s4枚 9s4枚
12,224556,1s4枚 8s4枚 9s4枚
12,225555,1s4枚 8s4枚 9s4枚
12,225556,1s4枚 3s4枚 9s4枚
12,225557,1s4枚 3s4枚 4s4枚
12,225666,1s4枚 8s4枚 9s4枚
12,225667,1s4枚 3s4枚 9s4枚
12,225777,1s4枚 8s4枚 9s4枚
12,226666,1s4枚 3s4枚 9s4枚
12,226667,1s4枚 3s4枚 4s4枚
12,226777,1s4枚 3s4枚 9s4枚
12,226778,1s4枚 3s4枚 4s4枚
12,226788,1s4枚 3s4枚 4s4枚
12,226888,1s4枚 3s4枚 9s4枚
12,227777,1s4枚 3s4枚 4s4枚
12,227789,1s4枚 3s4枚 4s4枚
12,227888,1s4枚 3s4枚 4s4枚
12,227999,1s4枚 3s4枚 4s4枚
12,233344,7s4枚 8s4枚 9s4枚
12,233466,7s4枚 8s4枚 9s4枚
12,233477,6s4枚 8s4枚 9s4枚
12,233488,6s4枚 7s4枚 9s4枚
12,233499,6s4枚 7s4枚 8s4枚
12,234455,7s4枚 8s4枚 9s4枚
12,234466,7s4枚 8s4枚 9s4枚
12,235666,3s3枚 6s1枚 8s4枚 9s4枚
12,235777,3s3枚 7s1枚 8s4枚 9s4枚
12,245566,1s4枚 8s4枚 9s4枚
12,246777,1s4枚 4s3枚 7s1枚 9s4枚
12,246888,1s4枚 4s3枚 8s1枚 9s4枚
12,333366,7s4枚 8s4枚 9s4枚
12,333377,6s4枚 8s4枚 9s4枚
12,333388,6s4枚 7s4枚 9s4枚
12,333399,6s4枚 7s4枚 8s4枚
12,333445,1s4枚 8s4枚 9s4枚
12,333455,1s4枚 8s4枚 9s4枚
12,333467,1s4枚 3s1枚 6s3枚 9s4枚
12,333468,1s4枚 3s1枚 6s3枚 9s4枚
12,333477,1s4枚 8s4枚 9s4枚
12,333488,1s4枚 7s4枚 9s4枚
12,333499,1s4枚 7s4枚 8s4枚
12,333578,1s4枚 2s4枚 3s1枚 7s3枚
12,333579,1s4枚 2s4枚 3s1枚 7s3枚
12,333588,1s4枚 2s4枚 9s4枚
12,333599,1s4枚 2s4枚 8s4枚
12,334446,1s4枚 2s4枚 9s4枚
12,334456,1s4枚 8s4枚 9s4枚
12,334457,1s4枚 8s4枚 9s4枚
12,334555,7s4枚 8s4枚 9s4枚
12,335556,1s4枚 2s4枚 9s4枚
12,335557,1s4枚 2s4枚 4s4枚
12,335567,1s4枚 2s4枚 9s4枚
12,335667,1s4枚 2s4枚 9s4枚
12,336666,1s4枚 2s4枚 9s4枚
12,336667,1s4枚 2s4枚 4s4枚
12,336777,1s4枚 2s4枚 9s4枚
12,336778,1s4枚 2s4枚 4s4枚
12,336788,1s4枚 2s4枚 4s4枚
12,336888,1s4枚 2s4枚 9s4枚
12,337777,1s4枚 2s4枚 4s4枚
12,337789,1s4枚 2s4枚 4s4枚
12,337888,1s4枚 2s4枚 4s4枚
12,337999,1s4枚 2s4枚 4s4枚
12,344466,7s4枚 8s4枚 9s4枚
12,344477,6s4枚 8s4枚 9s4枚
12,344488,6s4枚 7s4枚 9s4枚
12,344499,6s4枚 7s4枚 8s4枚
12,344555,7s4枚 8s4枚 9s4枚
12,344577,1s4枚 8s4枚 9s4枚
12,344588,1s4枚 7s4枚 9s4枚
12,344599,1s4枚 7s4枚 8s4枚
12,345566,1s4枚 8s4枚 9s4枚
12,345577,1s4枚 8s4枚 9s4枚
12,346777,1s4枚 4s3枚 7s1枚 9s4枚
12,346888,1s4枚 4s3枚 8s1枚 9s4枚
12,355566,7s4枚 8s4枚 9s4枚
12,355577,6s4枚 8s4枚 9s4枚
12,355588,6s4枚 7s4枚 9s4枚
12,355599,6s4枚 7s4枚 8s4枚
12,356677,1s4枚 2s4枚 9s4枚
12,357888,1s4枚 2s4枚 5s3枚 8s1枚
12,357999,1s4枚 2s4枚 5s3枚 9s1枚
12,444477,1s4枚 8s4枚 9s4枚
12,444488,1s4枚 7s4枚 9s4枚
12,444499,1s4枚 7s4枚 8s4枚
12,444556,1s4枚 2s4枚 9s4枚
12,444566,1s4枚 2s4枚 9s4枚
12,444578,1s4枚 2s4枚 4s1枚 7s3枚
12,444579,1s4枚 2s4枚 4s1枚 7s3枚
12,444588,1s4枚 2s4枚 9s4枚
12,444599,1s4枚 2s4枚 8s4枚
12,444699,1s4枚 2s4枚 3s4枚
12,445557,1s4枚 2s4枚 3s4枚
12,445567,1s4枚 2s4枚 9s4枚
12,445568,1s4枚 2s4枚 9s4枚
12,445666,1s4枚 8s4枚 9s4枚
12,446667,1s4枚 2s4枚 3s4枚
12,446678,1s4枚 2s4枚 3s4枚
12,446778,1s4枚 2s4枚 3s4枚
12,446788,1s4枚 2s4枚 3s4枚
12,446789,1s4枚 2s4枚 3s4枚
12,447777,1s4枚 2s4枚 3s4枚
12,447789,1s4枚 2s4枚 3s4枚
12,447888,1s4枚 2s4枚 3s4枚
12,447999,1s4枚 2s4枚 3s4枚
12,455577,1s4枚 8s4枚 9s4枚
12,455588,1s4枚 7s4枚 9s4枚
12,455599,1s4枚 7s4枚 8s4枚
12,455666,1s4枚 8s4枚 9s4枚
12,455688,1s4枚 2s4枚 9s4枚
12,455699,1s4枚 2s4枚 8s4枚
12,456677,1s4枚 2s4枚 9s4枚
12,456688,1s4枚 2s4枚 9s4枚
12,457888,1s4枚 2s4枚 5s3枚 8s1枚
12,457999,1s4枚 2s4枚 5s3枚 9s1枚
12,466677,1s4枚 8s4枚 9s4枚
12,466688,1s4枚 7s4枚 9s4枚
12,466699,1s4枚 7s4枚 8s4枚
12,467788,1s4枚 2s4枚 3s4枚
12,555588,1s4枚 2s4枚 9s4枚
12,555599,1s4枚 2s4枚 8s4枚
12,555667,1s4枚 2s4枚 3s4枚
12,555677,1s4枚 2s4枚 3s4枚
12,555679,1s4枚 2s4枚 3s4枚
12,555699,1s4枚 2s4枚 3s4枚
12,556678,1s4枚 2s4枚 3s4枚
12,556679,1s4枚 2s4枚 3s4枚
12,556777,1s4枚 2s4枚 9s4枚
12,556789,1s4枚 2s4枚 3s4枚
12,566679,1s4枚 2s4枚 3s4枚
12,566688,1s4枚 2s4枚 9s4枚
12,566699,1s4枚 2s4枚 8s4枚
12,566777,1s4枚 2s4枚 9s4枚
12,566799,1s4枚 2s4枚 3s4枚
12,567788,1s4枚 2s4枚 3s4枚
12,567799,1s4枚 2s4枚 3s4枚
12,577788,1s4枚 2s4枚 9s4枚
12,577799,1s4枚 2s4枚 8s4枚
12,666699,1s4枚 2s4枚 3s4枚
12,667778,1s4枚 2s4枚 3s4枚
12,667888,1s4枚 2s4枚 3s4枚
12,667899,1s4枚 2s4枚 3s4枚
12,677788,1s4枚 2s4枚 3s4枚
12,677789,1s4枚 2s4枚 3s4枚
12,677799,1s4枚 2s4枚 3s4枚
12,677888,1s4枚 2s4枚 3s4枚
12,678889,1s4枚 2s4枚 3s4枚
12,688899,1s4枚 2s4枚 3s4枚
