待ち牌数,手牌,1s待ち,2s待ち,3s待ち,4s待ち,5s待ち,6s待ち,7s待ち,8s待ち,9s待ち
17,4555567888,0,0,4,3,0,3,3,0,4
17,4555567999,0,0,4,3,0,3,3,4,0
16,1234445678,0,0,3,0,3,3,0,3,4
16,1234555678,3,0,3,3,0,3,0,0,4
16,1234566667,3,0,0,3,3,0,3,4,0
16,2223345678,4,0,2,3,0,3,0,0,4
16,2223444567,4,1,3,1,3,0,0,4,0
16,2233334567,4,2,0,3,3,0,0,4,0
16,2333345567,4,3,0,3,2,0,0,4,0
16,2333345678,4,3,0,3,3,0,0,3,0
16,2344555678,4,0,3,2,0,3,0,0,4
16,2344566667,4,0,0,2,3,0,3,4,0
16,2345556678,4,0,0,3,0,2,3,0,4
16,2345556777,4,0,0,3,1,3,1,4,0
16,2345556789,4,0,0,3,0,3,3,0,3
16,2345666677,4,0,0,3,3,0,2,4,0
16,2345666789,4,3,0,3,3,0,3,0,0
16,2345677778,0,3,0,0,3,3,0,3,4
16,2345677888,4,0,0,3,0,3,2,0,4
16,3334555678,0,4,1,3,1,3,0,0,4
16,3344445678,0,4,2,0,3,3,0,0,4
16,3444456678,0,4,3,0,3,2,0,0,4
16,3444456789,0,4,3,0,3,3,0,0,3
16,3455677778,0,4,0,0,2,3,0,3,4
16,3456667888,0,4,0,0,3,1,3,1,4
16,3456777788,0,4,0,0,3,3,0,2,4
15,1112223456,1,1,3,3,0,3,4,0,0
15,1112345567,0,3,3,0,2,3,0,4,0
15,1222233456,3,0,2,3,0,3,4,0,0
15,1223345666,3,2,0,3,3,0,4,0,0
15,1233334456,3,3,0,2,3,0,4,0,0
15,1233456777,0,3,2,0,3,3,0,4,0
15,1234455556,3,0,3,2,0,3,4,0,0
15,1234555567,3,0,3,3,0,3,3,0,0
15,2222334456,4,0,2,2,0,3,4,0,0
15,2223334567,0,1,1,3,3,0,3,4,0
15,2223344556,4,0,2,2,0,3,4,0,0
15,2223445566,4,0,3,2,0,2,4,0,0
15,2223455667,4,0,3,3,0,2,3,0,0
15,2233334456,4,2,0,2,3,0,4,0,0
15,2233445666,4,2,0,2,3,0,4,0,0
15,2333344456,4,3,0,1,3,0,4,0,0
15,2333344556,4,3,0,2,2,0,4,0,0
15,2334455556,4,0,2,2,0,3,4,0,0
15,2334455666,4,3,0,2,2,0,4,0,0
15,2334456777,0,3,2,0,3,3,0,4,0
15,2344445567,0,3,3,0,2,3,0,4,0
15,2344455556,4,0,3,1,0,3,4,0,0
15,2344555566,4,0,3,2,0,2,4,0,0
15,2344555567,4,0,3,2,0,3,3,0,0
15,2344556666,4,3,0,2,2,0,4,0,0
15,2345666777,4,3,0,3,3,1,1,0,0
15,3333445567,0,4,0,2,2,0,3,4,0
15,3334445678,0,0,1,1,3,3,0,3,4
15,3334455667,0,4,0,2,2,0,3,4,0
15,3334556677,0,4,0,3,2,0,2,4,0
15,3334566778,0,4,0,3,3,0,2,3,0
15,3334567789,0,4,0,3,3,0,2,3,0
15,3344445567,0,4,2,0,2,3,0,4,0
15,3344556777,0,4,2,0,2,3,0,4,0
15,3444455567,0,4,3,0,1,3,0,4,0
15,3444455667,0,4,3,0,2,2,0,4,0
15,3445566667,0,4,0,2,2,0,3,4,0
15,3445566777,0,4,3,0,2,2,0,4,0
15,3445567888,0,0,3,2,0,3,3,0,4
15,3455556678,0,0,3,3,0,2,3,0,4
15,3455556789,0,0,3,3,0,3,3,0,3
15,3455566667,0,4,0,3,1,0,3,4,0
15,3455666677,0,4,0,3,2,0,2,4,0
15,3455666678,0,4,0,3,2,0,3,3,0
15,3455667777,0,4,3,0,2,2,0,4,0
15,3455678999,0,4,0,3,2,0,3,3,0
15,3456777888,0,4,3,0,3,3,1,1,0
15,4444556678,0,0,4,0,2,2,0,3,4
15,4445566778,0,0,4,0,2,2,0,3,4
15,4445667788,0,0,4,0,3,2,0,2,4
15,4445677889,0,0,4,0,3,3,0,2,3
15,4455556678,0,0,4,2,0,2,3,0,4
15,4455667888,0,0,4,2,0,2,3,0,4
15,4555566678,0,0,4,3,0,1,3,0,4
15,4555566778,0,0,4,3,0,2,2,0,4
15,4555566789,0,0,4,3,0,2,3,0,3
15,4556677778,0,0,4,0,2,2,0,3,4
15,4556677888,0,0,4,3,0,2,2,0,4
15,4566677778,0,0,4,0,3,1,0,3,4
15,4566777788,0,0,4,0,3,2,0,2,4
15,4566777789,0,0,4,0,3,2,0,3,3
15,4566778888,0,0,4,3,0,2,2,0,4
15,4567788889,0,0,4,3,0,3,2,0,3
15,4567888999,0,0,4,3,0,3,3,1,1
14,1112333345,1,3,0,3,3,4,0,0,0
14,1113444567,0,4,3,0,3,0,0,4,0
14,1113456667,0,4,0,0,3,0,3,4,0
14,1113456888,0,4,3,0,0,3,4,0,0
14,1114555678,0,0,4,3,0,3,0,0,4
14,1114567778,0,0,4,0,0,3,0,3,4
14,1233334555,3,3,0,3,1,4,0,0,0
14,2222345556,4,0,0,3,0,3,4,0,0
14,2222345666,4,0,0,3,3,0,4,0,0
14,2223333456,4,0,0,3,0,3,4,0,0
14,2223344445,4,1,2,0,3,4,0,0,0
14,2223456666,4,0,3,3,0,0,4,0,0
14,2224555678,0,0,4,3,0,3,0,0,4
14,2224567778,0,0,4,0,0,3,0,3,4
14,2224567999,0,0,4,3,0,0,3,4,0
14,2333344445,4,3,0,0,3,4,0,0,0
14,2333344555,4,3,0,2,1,4,0,0,0
14,2333345556,4,0,0,3,0,3,4,0,0
14,2333455556,4,3,0,3,0,0,4,0,0
14,2333456666,4,3,0,3,0,0,4,0,0
14,2333456888,4,3,0,3,0,0,4,0,0
14,2333456999,4,3,0,3,0,0,4,0,0
14,2345555666,4,3,0,3,0,0,4,0,0
14,2345556888,4,0,0,3,0,3,4,0,0
14,2345556999,4,0,0,3,0,3,4,0,0
14,3333456667,0,4,0,0,3,0,3,4,0
14,3333456777,0,4,0,0,3,3,0,4,0
14,3334444567,0,4,0,0,3,0,3,4,0
14,3334455556,0,4,1,2,0,3,4,0,0
14,3334567777,0,4,0,3,3,0,0,4,0
14,3444455556,0,4,3,0,0,3,4,0,0
14,3444455666,0,4,3,0,2,1,4,0,0
14,3444456667,0,4,0,0,3,0,3,4,0
14,3444566667,0,4,3,0,3,0,0,4,0
14,3444567777,0,4,3,0,3,0,0,4,0
14,3444567999,0,4,3,0,3,0,0,4,0
14,3456666777,0,4,3,0,3,0,0,4,0
14,3456667999,0,4,0,0,3,0,3,4,0
14,4444567778,0,0,4,0,0,3,0,3,4
14,4444567888,0,0,4,0,0,3,3,0,4
14,4445555678,0,0,4,0,0,3,0,3,4
14,4445566667,0,0,4,1,2,0,3,4,0
14,4445678888,0,0,4,0,3,3,0,0,4
14,4555566667,0,0,4,3,0,0,3,4,0
14,4555566777,0,0,4,3,0,2,1,4,0
14,4555567778,0,0,4,0,0,3,0,3,4
14,4555677778,0,0,4,3,0,3,0,0,4
14,4555678888,0,0,4,3,0,3,0,0,4
14,4567777888,0,0,4,3,0,3,0,0,4
14,5556677778,0,0,0,4,1,2,0,3,4
14,5556777789,0,0,0,4,1,3,0,3,3
14,5666677778,0,0,0,4,3,0,0,3,4
14,5666677888,0,0,0,4,3,0,2,1,4
14,5677778999,0,0,0,4,3,3,0,3,1
13,1112344445,0,3,3,0,3,4,0,0,0
13,1112345777,0,3,3,0,3,4,0,0,0
13,1112345789,0,3,3,0,3,4,0,0,0
13,1112345888,0,3,3,0,3,4,0,0,0
13,1112345999,0,3,3,0,3,4,0,0,0
13,1113334455,0,4,1,2,2,4,0,0,0
13,1113334456,0,4,0,2,3,0,4,0,0
13,1113334555,0,4,1,3,1,4,0,0,0
13,1113344445,0,4,2,0,3,4,0,0,0
13,1113345555,0,4,2,3,0,4,0,0,0
13,1113345678,0,4,2,0,0,3,0,0,4
13,1113444455,0,4,3,0,2,4,0,0,0
13,1113444456,0,4,3,0,3,3,0,0,0
13,1113455666,0,4,0,3,2,0,4,0,0
13,1113456678,0,4,3,0,0,2,0,0,4
13,1113456789,0,4,3,0,0,3,0,0,3
13,1114445567,0,0,4,0,2,3,0,4,0
13,1114445666,0,0,4,1,3,1,4,0,0
13,1114455556,0,0,4,2,0,3,4,0,0
13,1114555566,0,0,4,3,0,2,4,0,0
13,1114555567,0,0,4,3,0,3,3,0,0
13,1114566667,0,0,0,3,3,0,3,4,0
13,1114566777,0,0,4,0,3,2,0,4,0
13,1115556678,0,0,0,4,0,2,3,0,4
13,1115556777,0,0,0,4,1,3,1,4,0
13,1115556789,0,0,0,4,0,3,3,0,3
13,1115566667,0,0,0,4,2,0,3,4,0
13,1115666677,0,0,0,4,3,0,2,4,0
13,1115666678,0,0,0,4,3,0,3,3,0
13,1115677778,0,0,0,0,3,3,0,3,4
13,1115677888,0,0,0,4,0,3,2,0,4
13,1115678999,0,0,0,4,3,0,3,3,0
13,1116667888,0,0,0,0,4,1,3,1,4
13,1116677778,0,0,0,0,4,2,0,3,4
13,1116777788,0,0,0,0,4,3,0,2,4
13,1116777789,0,0,0,0,4,3,0,3,3
13,1222234555,3,0,3,3,0,4,0,0,0
13,1222234666,3,0,3,3,4,0,0,0,0
13,1222345678,3,0,3,0,0,3,0,0,4
13,1223345556,3,0,0,3,0,3,4,0,0
13,1233334666,3,3,0,3,4,0,0,0,0
13,1233334678,3,3,0,3,4,0,0,0,0
13,1233334777,3,3,0,3,4,0,0,0,0
13,1233334789,3,3,0,3,4,0,0,0,0
13,1233334888,3,3,0,3,4,0,0,0,0
13,1233334999,3,3,0,3,4,0,0,0,0
13,1233456667,0,3,0,0,3,0,3,4,0
13,1234555777,3,0,3,3,0,4,0,0,0
13,1234555789,3,0,3,3,0,4,0,0,0
13,1234555888,3,0,3,3,0,4,0,0,0
13,1234555999,3,0,3,3,0,4,0,0,0
13,1234567778,0,0,3,0,0,3,0,3,4
13,1234567999,3,0,0,3,0,0,3,4,0
13,1235556678,0,0,0,4,0,2,3,0,4
13,1235556777,0,0,0,4,1,3,1,4,0
13,1235556789,0,0,0,4,0,3,3,0,3
13,1235566667,0,0,0,4,2,0,3,4,0
13,1235666677,0,0,0,4,3,0,2,4,0
13,1235666678,0,0,0,4,3,0,3,3,0
13,1235677778,0,0,0,0,3,3,0,3,4
13,1235677888,0,0,0,4,0,3,2,0,4
13,1235678999,0,0,0,4,3,0,3,3,0
13,1236667888,0,0,0,0,4,1,3,1,4
13,1236677778,0,0,0,0,4,2,0,3,4
13,1236777788,0,0,0,0,4,3,0,2,4
13,1236777789,0,0,0,0,4,3,0,3,3
13,2222344555,4,0,3,2,0,4,0,0,0
13,2222344666,4,0,3,2,4,0,0,0,0
13,2223334455,4,0,1,2,2,4,0,0,0
13,2223345555,4,0,2,3,0,4,0,0,0
13,2223345777,4,0,2,3,0,4,0,0,0
13,2223345789,4,0,2,3,0,4,0,0,0
13,2223345888,4,0,2,3,0,4,0,0,0
13,2223345999,4,0,2,3,0,4,0,0,0
13,2223444666,4,1,3,1,4,0,0,0,0
13,2223444678,4,1,3,1,4,0,0,0,0
13,2223444777,4,1,3,1,4,0,0,0,0
13,2223444789,4,1,3,1,4,0,0,0,0
13,2223444888,4,1,3,1,4,0,0,0,0
13,2223444999,4,1,3,1,4,0,0,0,0
13,2224445566,0,0,4,1,2,2,4,0,0
13,2224445567,0,0,4,0,2,3,0,4,0
13,2224445666,0,0,4,1,3,1,4,0,0
13,2224455556,0,0,4,2,0,3,4,0,0
13,2224456666,0,0,4,2,3,0,4,0,0
13,2224555566,0,0,4,3,0,2,4,0,0
13,2224555567,0,0,4,3,0,3,3,0,0
13,2224566777,0,0,4,0,3,2,0,4,0
13,2225556678,0,0,0,4,0,2,3,0,4
13,2225556777,0,0,0,4,1,3,1,4,0
13,2225556789,0,0,0,4,0,3,3,0,3
13,2225566667,0,0,0,4,2,0,3,4,0
13,2225666677,0,0,0,4,3,0,2,4,0
13,2225666678,0,0,0,4,3,0,3,3,0
13,2225677778,0,0,0,0,3,3,0,3,4
13,2225677888,0,0,0,4,0,3,2,0,4
13,2225678999,0,0,0,4,3,0,3,3,0
13,2226667888,0,0,0,0,4,1,3,1,4
13,2226677778,0,0,0,0,4,2,0,3,4
13,2226777788,0,0,0,0,4,3,0,2,4
13,2226777789,0,0,0,0,4,3,0,3,3
13,2233334666,4,2,0,3,4,0,0,0,0
13,2233334678,4,2,0,3,4,0,0,0,0
13,2233334777,4,2,0,3,4,0,0,0,0
13,2233334789,4,2,0,3,4,0,0,0,0
13,2233334888,4,2,0,3,4,0,0,0,0
13,2233334999,4,2,0,3,4,0,0,0,0
13,2233444555,4,2,2,1,0,4,0,0,0
13,2233444666,4,2,2,1,4,0,0,0,0
13,2233445556,4,0,0,2,0,3,4,0,0
13,2333344666,4,3,0,2,4,0,0,0,0
13,2333344678,4,3,0,2,4,0,0,0,0
13,2333344777,4,3,0,2,4,0,0,0,0
13,2333344789,4,3,0,2,4,0,0,0,0
13,2333344888,4,3,0,2,4,0,0,0,0
13,2333344999,4,3,0,2,4,0,0,0,0
13,2333345789,4,3,0,3,3,0,0,0,0
13,2333345888,4,3,0,3,3,0,0,0,0
13,2333345999,4,3,0,3,3,0,0,0,0
13,2333445566,4,3,0,2,0,0,4,0,0
13,2333455667,4,3,0,3,0,0,3,0,0
13,2333456678,4,3,0,3,0,0,3,0,0
13,2333456789,4,3,0,3,0,0,3,0,0
13,2334456667,0,3,0,0,3,0,3,4,0
13,2344445777,0,3,3,0,3,4,0,0,0
13,2344445789,0,3,3,0,3,4,0,0,0
13,2344445888,0,3,3,0,3,4,0,0,0
13,2344445999,0,3,3,0,3,4,0,0,0
13,2344555777,4,0,3,2,0,4,0,0,0
13,2344555789,4,0,3,2,0,4,0,0,0
13,2344555888,4,0,3,2,0,4,0,0,0
13,2344555999,4,0,3,2,0,4,0,0,0
13,2344567778,0,0,3,0,0,3,0,3,4
13,2344567999,4,0,0,2,0,0,3,4,0
13,2345677999,4,0,0,3,0,0,2,4,0
13,2345678889,4,0,0,3,0,0,3,0,3
13,2346667888,0,0,0,0,4,1,3,1,4
13,2346677778,0,0,0,0,4,2,0,3,4
13,2346777788,0,0,0,0,4,3,0,2,4
13,2346777789,0,0,0,0,4,3,0,3,3
13,3333455666,0,4,0,3,2,0,4,0,0
13,3333455777,0,4,0,3,2,4,0,0,0
13,3334445566,0,4,0,1,2,2,4,0,0
13,3334456666,0,4,0,2,3,0,4,0,0
13,3334456888,0,4,0,2,3,0,4,0,0
13,3334456999,0,4,0,2,3,0,4,0,0
13,3334555777,0,4,1,3,1,4,0,0,0
13,3334555789,0,4,1,3,1,4,0,0,0
13,3334555888,0,4,1,3,1,4,0,0,0
13,3334555999,0,4,1,3,1,4,0,0,0
13,3335556677,0,0,0,4,1,2,2,4,0
13,3335556678,0,0,0,4,0,2,3,0,4
13,3335556777,0,0,0,4,1,3,1,4,0
13,3335556789,0,0,0,4,0,3,3,0,3
13,3335566667,0,0,0,4,2,0,3,4,0
13,3335567777,0,0,0,4,2,3,0,4,0
13,3335666677,0,0,0,4,3,0,2,4,0
13,3335666678,0,0,0,4,3,0,3,3,0
13,3335677888,0,0,0,4,0,3,2,0,4
13,3335678999,0,0,0,4,3,0,3,3,0
13,3336667888,0,0,0,0,4,1,3,1,4
13,3336677778,0,0,0,0,4,2,0,3,4
13,3336777788,0,0,0,0,4,3,0,2,4
13,3336777789,0,0,0,0,4,3,0,3,3
13,3344445777,0,4,2,0,3,4,0,0,0
13,3344445789,0,4,2,0,3,4,0,0,0
13,3344445888,0,4,2,0,3,4,0,0,0
13,3344445999,0,4,2,0,3,4,0,0,0
13,3344555666,0,4,2,2,1,0,4,0,0
13,3344555777,0,4,2,2,1,4,0,0,0
13,3344556667,0,4,0,0,2,0,3,4,0
13,3444455777,0,4,3,0,2,4,0,0,0
13,3444455789,0,4,3,0,2,4,0,0,0
13,3444455888,0,4,3,0,2,4,0,0,0
13,3444455999,0,4,3,0,2,4,0,0,0
13,3444456999,0,4,3,0,3,3,0,0,0
13,3444556677,0,4,3,0,2,0,0,4,0
13,3444566778,0,4,3,0,3,0,0,3,0
13,3444567789,0,4,3,0,3,0,0,3,0
13,3445567778,0,0,3,0,0,3,0,3,4
13,3455556888,0,0,3,3,0,3,4,0,0
13,3455556999,0,0,3,3,0,3,4,0,0
13,3455666888,0,4,0,3,2,0,4,0,0
13,3455666999,0,4,0,3,2,0,4,0,0
13,4444566777,0,0,4,0,3,2,0,4,0
13,4444566888,0,0,4,0,3,2,4,0,0
13,4445556677,0,0,4,0,1,2,2,4,0
13,4445567777,0,0,4,0,2,3,0,4,0
13,4445567999,0,0,4,0,2,3,0,4,0
13,4445666888,0,0,4,1,3,1,4,0,0
13,4445666999,0,0,4,1,3,1,4,0,0
13,4446667788,0,0,0,0,4,1,2,2,4
13,4446667888,0,0,0,0,4,1,3,1,4
13,4446677778,0,0,0,0,4,2,0,3,4
13,4446678888,0,0,0,0,4,2,3,0,4
13,4446777788,0,0,0,0,4,3,0,2,4
13,4446777789,0,0,0,0,4,3,0,3,3
13,4446788889,0,0,0,0,4,3,3,0,3
13,4455556888,0,0,4,2,0,3,4,0,0
13,4455556999,0,0,4,2,0,3,4,0,0
13,4455666777,0,0,4,2,2,1,0,4,0
13,4455666888,0,0,4,2,2,1,4,0,0
13,4455667778,0,0,4,0,0,2,0,3,4
13,4555566888,0,0,4,3,0,2,4,0,0
13,4555566999,0,0,4,3,0,2,4,0,0
13,4555667788,0,0,4,3,0,2,0,0,4
13,4555677889,0,0,4,3,0,3,0,0,3
13,4566667999,0,0,0,3,3,0,3,4,0
13,4566777999,0,0,4,0,3,2,0,4,0
13,5555677888,0,0,0,4,0,3,2,0,4
13,5555677999,0,0,0,4,0,3,2,4,0
13,5556667788,0,0,0,4,0,1,2,2,4
13,5556678888,0,0,0,4,0,2,3,0,4
13,5556777999,0,0,0,4,1,3,1,4,0
13,5556788889,0,0,0,4,0,3,3,0,3
13,5566667999,0,0,0,4,2,0,3,4,0
13,5566777888,0,0,0,4,2,2,1,0,4
13,5566777999,0,0,0,4,2,2,1,4,0
13,5666677999,0,0,0,4,3,0,2,4,0
13,5666678999,0,0,0,4,3,0,3,3,0
12,1112233456,1,2,2,3,0,0,4,0,0
12,1112234567,0,2,3,0,3,0,0,4,0
12,1112333456,1,3,1,3,0,0,4,0,0
12,1112334567,0,3,2,0,3,0,0,4,0
12,1112345556,1,0,0,3,1,3,4,0,0
12,1122223456,2,0,3,3,0,0,4,0,0
12,1123333456,2,3,0,3,0,0,4,0,0
12,1222234456,3,0,3,2,0,0,4,0,0
12,1222234567,3,0,3,3,0,0,3,0,0
12,1223333456,3,2,0,3,0,0,4,0,0
12,1233444567,0,3,2,0,3,0,0,4,0
12,1233455556,0,0,2,3,0,3,4,0,0
12,1233455666,0,3,0,3,2,0,4,0,0
12,1234445566,3,0,0,1,2,2,4,0,0
12,1234445567,0,0,3,0,2,3,0,4,0
12,1234445666,0,0,3,1,3,1,4,0,0
12,1234456666,3,0,0,2,3,0,4,0,0
12,1234555566,0,0,3,3,0,2,4,0,0
12,1234566777,0,0,3,0,3,2,0,4,0
12,2222344456,4,0,3,1,0,0,4,0,0
12,2222344567,4,0,3,2,0,0,3,0,0
12,2223344567,0,1,2,2,3,0,0,4,0
12,2223345567,4,0,2,3,0,3,0,0,0
12,2223445678,0,0,3,2,0,3,0,0,4
12,2223456667,0,1,0,0,3,1,3,4,0
12,2233444456,4,2,2,0,0,0,4,0,0
12,2233444567,4,2,2,1,0,0,3,0,0
12,2234444567,0,2,3,0,3,0,0,4,0
12,2333444456,4,3,1,0,0,0,4,0,0
12,2333456777,4,3,1,3,0,0,1,0,0
12,2334444567,0,3,2,0,3,0,0,4,0
12,2344445556,4,0,0,0,1,3,4,0,0
12,2344445566,4,0,0,0,2,2,4,0,0
12,2344456666,4,0,0,1,3,0,4,0,0
12,2344566777,0,0,3,0,3,2,0,4,0
12,2345555667,4,0,0,3,0,2,3,0,0
12,2345555677,4,0,0,3,0,3,2,0,0
12,2345556677,0,3,0,0,1,2,2,4,0
12,2345566777,4,0,0,3,2,2,1,0,0
12,2345567777,0,3,0,0,2,3,0,4,0
12,2345667888,4,0,0,3,0,2,3,0,0
12,3333455567,0,4,0,3,1,0,0,4,0
12,3333455678,0,4,0,3,2,0,0,3,0
12,3334455678,0,0,1,2,2,3,0,0,4
12,3334456678,0,4,0,2,3,0,3,0,0
12,3334456789,0,4,0,2,3,0,3,0,0
12,3334567778,0,0,1,0,0,3,1,3,4
12,3344555567,0,4,2,2,0,0,0,4,0
12,3344555678,0,4,2,2,1,0,0,3,0
12,3345555678,0,0,2,3,0,3,0,0,4
12,3444555567,0,4,3,1,0,0,0,4,0
12,3444567888,0,4,3,1,3,0,0,1,0
12,3445555678,0,0,3,2,0,3,0,0,4
12,3455556667,0,4,0,0,0,1,3,4,0
12,3455556677,0,4,0,0,0,2,2,4,0
12,3455567777,0,4,0,0,1,3,0,4,0
12,3455666789,0,4,0,3,2,0,3,0,0
12,3455677888,0,0,0,3,0,3,2,0,4
12,3456666778,0,4,0,0,3,0,2,3,0
12,3456666788,0,4,0,0,3,0,3,2,0
12,3456667788,0,0,3,0,0,1,2,2,4
12,3456667789,0,4,0,0,3,0,2,3,0
12,3456677888,0,4,0,0,3,2,2,1,0
12,3456678888,0,0,3,0,0,2,3,0,4
12,3456778999,0,4,0,0,3,0,2,3,0
12,3456788889,0,0,3,0,0,3,3,0,3
12,3456788999,0,4,0,0,3,0,3,2,0
12,4444566678,0,0,4,0,3,1,0,0,4
12,4444566789,0,0,4,0,3,2,0,0,3
12,4445567789,0,0,4,0,2,3,0,3,0
12,4445666789,0,0,4,1,3,1,3,0,0
12,4455556789,0,0,4,2,0,3,3,0,0
12,4455666678,0,0,4,2,2,0,0,0,4
12,4455666789,0,0,4,2,2,1,0,0,3
12,4555567789,0,0,4,3,0,3,2,0,0
12,4555666678,0,0,4,3,1,0,0,0,4
12,4555678999,0,0,4,3,1,3,0,0,1
12,4566667778,0,0,4,0,0,0,1,3,4
12,4566667788,0,0,4,0,0,0,2,2,4
12,4566678888,0,0,4,0,0,1,3,0,4
12,4566788889,0,0,4,0,0,2,3,0,3
12,4567777889,0,0,4,0,0,3,0,2,3
12,4567777899,0,0,4,0,0,3,0,3,2
12,4567778999,0,0,4,0,0,3,1,3,1
12,4567788999,0,0,4,0,0,3,2,2,1
12,4567888899,0,0,4,0,0,3,3,0,2
11,1111223345,0,2,2,0,3,4,0,0,0
11,1111235556,0,0,0,4,0,3,4,0,0
11,1111235666,0,0,0,4,3,0,4,0,0
11,1111236667,0,0,0,0,4,0,3,4,0
11,1111236777,0,0,0,0,4,3,0,4,0
11,1111237778,0,0,0,0,0,4,0,3,4
11,1111237888,0,0,0,0,0,4,3,0,4
11,1112223345,1,1,2,3,0,4,0,0,0
11,1112224445,0,0,4,0,3,4,0,0,0
11,1112224555,0,0,4,3,0,4,0,0,0
11,1112224666,0,0,4,3,4,0,0,0,0
11,1112225556,0,0,0,4,0,3,4,0,0
11,1112225666,0,0,0,4,3,0,4,0,0
11,1112226667,0,0,0,0,4,0,3,4,0
11,1112226777,0,0,0,0,4,3,0,4,0
11,1112227778,0,0,0,0,0,4,0,3,4
11,1112227888,0,0,0,0,0,4,3,0,4
11,1112233345,1,2,1,3,0,4,0,0,0
11,1112233445,0,2,2,0,3,4,0,0,0
11,1112245678,0,0,4,0,0,3,0,0,4
11,1112333445,0,3,1,0,3,4,0,0,0
11,1112334455,0,3,2,0,2,4,0,0,0
11,1112334456,0,3,2,0,3,3,0,0,0
11,1112344556,0,3,3,0,2,3,0,0,0
11,1112345566,0,0,0,3,2,2,4,0,0
11,1112346667,0,0,0,0,4,0,3,4,0
11,1112346777,0,0,0,0,4,3,0,4,0
11,1112346888,0,0,0,0,4,3,4,0,0
11,1112347778,0,0,0,0,0,4,0,3,4
11,1112347888,0,0,0,0,0,4,3,0,4
11,1113334666,0,4,0,3,4,0,0,0,0
11,1113334678,0,4,0,3,4,0,0,0,0
11,1113334777,0,4,0,3,4,0,0,0,0
11,1113334789,0,4,0,3,4,0,0,0,0
11,1113334888,0,4,0,3,4,0,0,0,0
11,1113334999,0,4,0,3,4,0,0,0,0
11,1113335556,0,0,0,4,0,3,4,0,0
11,1113335666,0,0,0,4,3,0,4,0,0
11,1113335777,0,0,0,4,3,4,0,0,0
11,1113336667,0,0,0,0,4,0,3,4,0
11,1113336777,0,0,0,0,4,3,0,4,0
11,1113337778,0,0,0,0,0,4,0,3,4
11,1113337888,0,0,0,0,0,4,3,0,4
11,1113444666,0,4,3,0,4,0,0,0,0
11,1113444678,0,4,3,0,4,0,0,0,0
11,1113444777,0,4,3,0,4,0,0,0,0
11,1113444789,0,4,3,0,4,0,0,0,0
11,1113444888,0,4,3,0,4,0,0,0,0
11,1113444999,0,4,3,0,4,0,0,0,0
11,1113456799,0,4,0,0,3,0,0,4,0
11,1113457778,0,0,0,0,0,4,0,3,4
11,1113457888,0,0,0,0,0,4,3,0,4
11,1113555567,0,4,3,4,0,0,0,0,0
11,1113555666,0,4,3,4,0,0,0,0,0
11,1113555678,0,4,3,4,0,0,0,0,0
11,1113555777,0,4,3,4,0,0,0,0,0
11,1113555789,0,4,3,4,0,0,0,0,0
11,1113555888,0,4,3,4,0,0,0,0,0
