待ち牌数,手牌,1s待ち,2s待ち,3s待ち,4s待ち,5s待ち,6s待ち,7s待ち,8s待ち,9s待ち
2,12388,0,0,0,0,0,0,0,2,0
2,12399,0,0,0,0,0,0,0,0,2
2,22233,0,0,2,0,0,0,0,0,0
2,22244,0,0,0,2,0,0,0,0,0
2,22255,0,0,0,0,2,0,0,0,0
2,22266,0,0,0,0,0,2,0,0,0
2,22277,0,0,0,0,0,0,2,0,0
2,22288,0,0,0,0,0,0,0,2,0
2,22299,0,0,0,0,0,0,0,0,2
2,22333,0,2,0,0,0,0,0,0,0
2,22345,0,2,0,0,0,0,0,0,0
2,22444,0,2,0,0,0,0,0,0,0
2,22456,0,2,0,0,0,0,0,0,0
2,22555,0,2,0,0,0,0,0,0,0
2,22567,0,2,0,0,0,0,0,0,0
2,22666,0,2,0,0,0,0,0,0,0
2,22678,0,2,0,0,0,0,0,0,0
2,22777,0,2,0,0,0,0,0,0,0
2,22789,0,2,0,0,0,0,0,0,0
2,22888,0,2,0,0,0,0,0,0,0
2,22999,0,2,0,0,0,0,0,0,0
2,23455,0,0,0,0,2,0,0,0,0
2,23466,0,0,0,0,0,2,0,0,0
2,23477,0,0,0,0,0,0,2,0,0
2,23488,0,0,0,0,0,0,0,2,0
2,23499,0,0,0,0,0,0,0,0,2
2,33344,0,0,0,2,0,0,0,0,0
2,33355,0,0,0,0,2,0,0,0,0
2,33366,0,0,0,0,0,2,0,0,0
2,33377,0,0,0,0,0,0,2,0,0
2,33388,0,0,0,0,0,0,0,2,0
2,33399,0,0,0,0,0,0,0,0,2
2,33444,0,0,2,0,0,0,0,0,0
2,33456,0,0,2,0,0,0,0,0,0
2,33555,0,0,2,0,0,0,0,0,0
2,33567,0,0,2,0,0,0,0,0,0
2,33666,0,0,2,0,0,0,0,0,0
2,33678,0,0,2,0,0,0,0,0,0
2,33777,0,0,2,0,0,0,0,0,0
2,33789,0,0,2,0,0,0,0,0,0
2,33888,0,0,2,0,0,0,0,0,0
2,33999,0,0,2,0,0,0,0,0,0
2,34566,0,0,0,0,0,2,0,0,0
2,34577,0,0,0,0,0,0,2,0,0
2,34588,0,0,0,0,0,0,0,2,0
2,34599,0,0,0,0,0,0,0,0,2
2,44455,0,0,0,0,2,0,0,0,0
2,44466,0,0,0,0,0,2,0,0,0
2,44477,0,0,0,0,0,0,2,0,0
2,44488,0,0,0,0,0,0,0,2,0
2,44499,0,0,0,0,0,0,0,0,2
2,44555,0,0,0,2,0,0,0,0,0
2,44567,0,0,0,2,0,0,0,0,0
2,44666,0,0,0,2,0,0,0,0,0
2,44678,0,0,0,2,0,0,0,0,0
2,44777,0,0,0,2,0,0,0,0,0
2,44789,0,0,0,2,0,0,0,0,0
2,44888,0,0,0,2,0,0,0,0,0
2,44999,0,0,0,2,0,0,0,0,0
2,45677,0,0,0,0,0,0,2,0,0
2,45688,0,0,0,0,0,0,0,2,0
2,45699,0,0,0,0,0,0,0,0,2
2,55566,0,0,0,0,0,2,0,0,0
2,55577,0,0,0,0,0,0,2,0,0
2,55588,0,0,0,0,0,0,0,2,0
2,55599,0,0,0,0,0,0,0,0,2
2,55666,0,0,0,0,2,0,0,0,0
2,55678,0,0,0,0,2,0,0,0,0
2,55777,0,0,0,0,2,0,0,0,0
2,55789,0,0,0,0,2,0,0,0,0
2,55888,0,0,0,0,2,0,0,0,0
2,55999,0,0,0,0,2,0,0,0,0
2,56788,0,0,0,0,0,0,0,2,0
2,56799,0,0,0,0,0,0,0,0,2
2,66677,0,0,0,0,0,0,2,0,0
2,66688,0,0,0,0,0,0,0,2,0
2,66699,0,0,0,0,0,0,0,0,2
2,66777,0,0,0,0,0,2,0,0,0
2,66789,0,0,0,0,0,2,0,0,0
2,66888,0,0,0,0,0,2,0,0,0
2,66999,0,0,0,0,0,2,0,0,0
2,67899,0,0,0,0,0,0,0,0,2
2,77788,0,0,0,0,0,0,0,2,0
2,77799,0,0,0,0,0,0,0,0,2
2,77888,0,0,0,0,0,0,2,0,0
2,77999,0,0,0,0,0,0,2,0,0
2,88899,0,0,0,0,0,0,0,0,2
2,88999,0,0,0,0,0,0,0,2,0
1,12223,0,1,0,0,0,0,0,0,0
1,12333,0,0,1,0,0,0,0,0,0
1,23334,0,0,1,0,0,0,0,0,0
1,34445,0,0,0,1,0,0,0,0,0
1,45556,0,0,0,0,1,0,0,0,0
1,56667,0,0,0,0,0,1,0,0,0
1,67778,0,0,0,0,0,0,1,0,0
1,77789,0,0,0,0,0,0,1,0,0
1,78889,0,0,0,0,0,0,0,1,0
