待ち牌数,手牌,1s待ち,2s待ち,3s待ち,4s待ち,5s待ち,6s待ち,7s待ち,8s待ち,9s待ち
8,45888999,0,0,4,0,0,4,0,0,0
8,55556666,0,0,0,4,0,0,4,0,0
8,55556888,0,0,0,4,0,0,4,0,0
8,55556999,0,0,0,4,0,0,4,0,0
8,55577778,0,0,0,0,0,4,0,0,4
8,55578888,0,0,0,0,0,4,0,0,4
8,56666888,0,0,0,4,0,0,4,0,0
8,56666999,0,0,0,4,0,0,4,0,0
8,56888999,0,0,0,4,0,0,4,0,0
8,66667777,0,0,0,0,4,0,0,4,0
8,66667999,0,0,0,0,4,0,0,4,0
8,67777999,0,0,0,0,4,0,0,4,0
8,77778888,0,0,0,0,0,4,0,0,4
7,11112334,0,3,0,0,4,0,0,0,0
7,11112345,0,0,3,0,0,4,0,0,0
7,11123344,0,3,0,0,4,0,0,0,0
7,11123445,0,0,3,0,0,4,0,0,0
7,11133445,0,4,0,0,3,0,0,0,0
7,11134455,0,0,3,0,0,4,0,0,0
7,11134456,0,4,0,0,3,0,0,0,0
7,11134556,0,0,0,3,0,0,4,0,0
7,11144556,0,0,4,0,0,3,0,0,0
7,11145566,0,0,0,3,0,0,4,0,0
7,11145567,0,0,4,0,0,3,0,0,0
7,11145667,0,0,0,0,3,0,0,4,0
7,11155667,0,0,0,4,0,0,3,0,0
7,11156677,0,0,0,0,3,0,0,4,0
7,11156678,0,0,0,4,0,0,3,0,0
7,11156778,0,0,0,0,0,3,0,0,4
7,11156789,0,0,0,4,0,0,3,0,0
7,11166778,0,0,0,0,4,0,0,3,0
7,11167788,0,0,0,0,0,3,0,0,4
7,11167789,0,0,0,0,4,0,0,3,0
7,11177889,0,0,0,0,0,4,0,0,3
7,12222345,0,0,3,0,0,4,0,0,0
7,12233555,3,0,0,4,0,0,0,0,0
7,12233567,3,0,0,4,0,0,0,0,0
7,12233666,3,0,0,4,0,0,0,0,0
7,12233678,3,0,0,4,0,0,0,0,0
7,12233777,3,0,0,4,0,0,0,0,0
7,12233789,3,0,0,4,0,0,0,0,0
7,12233888,3,0,0,4,0,0,0,0,0
7,12233999,3,0,0,4,0,0,0,0,0
7,12334444,0,3,0,0,4,0,0,0,0
7,12334556,0,0,0,3,0,0,4,0,0
7,12334666,0,3,0,0,4,0,0,0,0
7,12334678,0,3,0,0,4,0,0,0,0
7,12334777,0,3,0,0,4,0,0,0,0
7,12334789,0,3,0,0,4,0,0,0,0
7,12334888,0,3,0,0,4,0,0,0,0
7,12334999,0,3,0,0,4,0,0,0,0
7,12344445,0,0,3,0,0,4,0,0,0
7,12345555,0,0,3,0,0,4,0,0,0
7,12345566,0,0,0,3,0,0,4,0,0
7,12345667,0,0,0,0,3,0,0,4,0
7,12345777,0,0,3,0,0,4,0,0,0
7,12345789,0,0,3,0,0,4,0,0,0
7,12345888,0,0,3,0,0,4,0,0,0
7,12345999,0,0,3,0,0,4,0,0,0
7,12355667,0,0,0,4,0,0,3,0,0
7,12356677,0,0,0,0,3,0,0,4,0
7,12356678,0,0,0,4,0,0,3,0,0
7,12356778,0,0,0,0,0,3,0,0,4
7,12356789,0,0,0,4,0,0,3,0,0
7,12366778,0,0,0,0,4,0,0,3,0
7,12367788,0,0,0,0,0,3,0,0,4
7,12367789,0,0,0,0,4,0,0,3,0
7,12377889,0,0,0,0,0,4,0,0,3
7,22223345,4,0,0,3,0,0,0,0,0
7,22223445,0,0,3,0,0,4,0,0,0
7,22234455,0,0,3,0,0,4,0,0,0
7,22234556,0,0,0,3,0,0,4,0,0
7,22244556,0,0,4,0,0,3,0,0,0
7,22245566,0,0,0,3,0,0,4,0,0
7,22245567,0,0,4,0,0,3,0,0,0
7,22245667,0,0,0,0,3,0,0,4,0
7,22255667,0,0,0,4,0,0,3,0,0
7,22256677,0,0,0,0,3,0,0,4,0
7,22256678,0,0,0,4,0,0,3,0,0
7,22256778,0,0,0,0,0,3,0,0,4
7,22256789,0,0,0,4,0,0,3,0,0
7,22266778,0,0,0,0,4,0,0,3,0
7,22267788,0,0,0,0,0,3,0,0,4
7,22267789,0,0,0,0,4,0,0,3,0
7,22277889,0,0,0,0,0,4,0,0,3
7,22334555,4,0,0,3,0,0,0,0,0
7,22334567,4,0,0,3,0,0,0,0,0
7,22334666,4,0,0,3,0,0,0,0,0
7,22334678,4,0,0,3,0,0,0,0,0
7,22334777,4,0,0,3,0,0,0,0,0
7,22334789,4,0,0,3,0,0,0,0,0
7,22334888,4,0,0,3,0,0,0,0,0
7,22334999,4,0,0,3,0,0,0,0,0
7,23344666,0,3,0,0,4,0,0,0,0
7,23344678,0,3,0,0,4,0,0,0,0
7,23344777,0,3,0,0,4,0,0,0,0
7,23344789,0,3,0,0,4,0,0,0,0
7,23344888,0,3,0,0,4,0,0,0,0
7,23344999,0,3,0,0,4,0,0,0,0
7,23345555,4,0,0,3,0,0,0,0,0
7,23345567,4,0,0,3,0,0,0,0,0
7,23345666,4,0,0,3,0,0,0,0,0
7,23345678,4,0,0,3,0,0,0,0,0
7,23345777,4,0,0,3,0,0,0,0,0
7,23345789,4,0,0,3,0,0,0,0,0
7,23345888,4,0,0,3,0,0,0,0,0
7,23345999,4,0,0,3,0,0,0,0,0
7,23445555,0,0,3,0,0,4,0,0,0
7,23445667,0,0,0,0,3,0,0,4,0
7,23445777,0,0,3,0,0,4,0,0,0
7,23445789,0,0,3,0,0,4,0,0,0
7,23445888,0,0,3,0,0,4,0,0,0
7,23445999,0,0,3,0,0,4,0,0,0
7,23456677,0,0,0,0,3,0,0,4,0
7,23456778,0,0,0,0,0,3,0,0,4
7,23466778,0,0,0,0,4,0,0,3,0
7,23467788,0,0,0,0,0,3,0,0,4
7,23467789,0,0,0,0,4,0,0,3,0
7,23477889,0,0,0,0,0,4,0,0,3
7,33334456,0,4,0,0,3,0,0,0,0
7,33334556,0,0,0,3,0,0,4,0,0
7,33345566,0,0,0,3,0,0,4,0,0
7,33345667,0,0,0,0,3,0,0,4,0
7,33355667,0,0,0,4,0,0,3,0,0
7,33356677,0,0,0,0,3,0,0,4,0
7,33356678,0,0,0,4,0,0,3,0,0
7,33356778,0,0,0,0,0,3,0,0,4
7,33356789,0,0,0,4,0,0,3,0,0
7,33366778,0,0,0,0,4,0,0,3,0
7,33367788,0,0,0,0,0,3,0,0,4
7,33367789,0,0,0,0,4,0,0,3,0
7,33377889,0,0,0,0,0,4,0,0,3
7,33445666,0,4,0,0,3,0,0,0,0
7,33445678,0,4,0,0,3,0,0,0,0
7,33445777,0,4,0,0,3,0,0,0,0
7,33445789,0,4,0,0,3,0,0,0,0
7,33445888,0,4,0,0,3,0,0,0,0
7,33445999,0,4,0,0,3,0,0,0,0
7,34455777,0,0,3,0,0,4,0,0,0
7,34455789,0,0,3,0,0,4,0,0,0
7,34455888,0,0,3,0,0,4,0,0,0
7,34455999,0,0,3,0,0,4,0,0,0
7,34456666,0,4,0,0,3,0,0,0,0
7,34456678,0,4,0,0,3,0,0,0,0
7,34456777,0,4,0,0,3,0,0,0,0
7,34456789,0,4,0,0,3,0,0,0,0
7,34456888,0,4,0,0,3,0,0,0,0
7,34456999,0,4,0,0,3,0,0,0,0
7,34556666,0,0,0,3,0,0,4,0,0
7,34556778,0,0,0,0,0,3,0,0,4
7,34556888,0,0,0,3,0,0,4,0,0
7,34556999,0,0,0,3,0,0,4,0,0
7,34567788,0,0,0,0,0,3,0,0,4
7,34577889,0,0,0,0,0,4,0,0,3
7,44445567,0,0,4,0,0,3,0,0,0
7,44445667,0,0,0,0,3,0,0,4,0
7,44456677,0,0,0,0,3,0,0,4,0
7,44456778,0,0,0,0,0,3,0,0,4
7,44466778,0,0,0,0,4,0,0,3,0
7,44467788,0,0,0,0,0,3,0,0,4
7,44467789,0,0,0,0,4,0,0,3,0
7,44477889,0,0,0,0,0,4,0,0,3
7,44556777,0,0,4,0,0,3,0,0,0
7,44556789,0,0,4,0,0,3,0,0,0
7,44556888,0,0,4,0,0,3,0,0,0
7,44556999,0,0,4,0,0,3,0,0,0
7,45566888,0,0,0,3,0,0,4,0,0
7,45566999,0,0,0,3,0,0,4,0,0
7,45567777,0,0,4,0,0,3,0,0,0
7,45567789,0,0,4,0,0,3,0,0,0
7,45567888,0,0,4,0,0,3,0,0,0
7,45567999,0,0,4,0,0,3,0,0,0
7,45667777,0,0,0,0,3,0,0,4,0
7,45667999,0,0,0,0,3,0,0,4,0
7,55556678,0,0,0,4,0,0,3,0,0
7,55556778,0,0,0,0,0,3,0,0,4
7,55556789,0,0,0,4,0,0,3,0,0
7,55567788,0,0,0,0,0,3,0,0,4
7,55577889,0,0,0,0,0,4,0,0,3
7,55667888,0,0,0,4,0,0,3,0,0
7,55667999,0,0,0,4,0,0,3,0,0
7,56666789,0,0,0,4,0,0,3,0,0
7,56677999,0,0,0,0,3,0,0,4,0
7,56678888,0,0,0,4,0,0,3,0,0
7,56678999,0,0,0,4,0,0,3,0,0
7,56778888,0,0,0,0,0,3,0,0,4
7,56788889,0,0,0,4,0,0,3,0,0
7,56789999,0,0,0,4,0,0,3,0,0
7,66667789,0,0,0,0,4,0,0,3,0
7,66778999,0,0,0,0,4,0,0,3,0
7,67789999,0,0,0,0,4,0,0,3,0
6,11222333,2,0,0,4,0,0,0,0,0
6,11223334,0,2,0,0,4,0,0,0,0
6,11223345,0,0,2,0,0,4,0,0,0
6,12223334,3,0,0,3,0,0,0,0,0
6,12233344,0,2,0,0,4,0,0,0,0
6,12233345,3,0,0,3,0,0,0,0,0
6,12233445,0,0,2,0,0,4,0,0,0
6,12333445,0,3,0,0,3,0,0,0,0
6,12334455,0,0,2,0,0,4,0,0,0
6,12334456,0,3,0,0,3,0,0,0,0
6,12344556,0,0,3,0,0,3,0,0,0
6,12345567,0,0,3,0,0,3,0,0,0
6,22233344,4,0,0,2,0,0,0,0,0
6,22333444,0,2,0,0,4,0,0,0,0
6,22333445,4,0,0,2,0,0,0,0,0
6,22334445,0,0,2,0,0,4,0,0,0
6,23334445,0,3,0,0,3,0,0,0,0
6,23334455,4,0,0,2,0,0,0,0,0
6,23344455,0,0,2,0,0,4,0,0,0
6,23344456,0,3,0,0,3,0,0,0,0
6,23444556,0,0,3,0,0,3,0,0,0
6,23445567,0,0,3,0,0,3,0,0,0
6,33344455,0,4,0,0,2,0,0,0,0
6,33444555,0,0,2,0,0,4,0,0,0
6,33444556,0,4,0,0,2,0,0,0,0
6,33445556,0,0,0,2,0,0,4,0,0
6,34445556,0,0,3,0,0,3,0,0,0
6,34445566,0,4,0,0,2,0,0,0,0
6,34455566,0,0,0,2,0,0,4,0,0
6,34455567,0,0,3,0,0,3,0,0,0
6,34555667,0,0,0,3,0,0,3,0,0
6,34556678,0,0,0,3,0,0,3,0,0
6,34556789,0,0,0,3,0,0,3,0,0
6,44455566,0,0,4,0,0,2,0,0,0
6,44555666,0,0,0,2,0,0,4,0,0
6,44555667,0,0,4,0,0,2,0,0,0
6,44556667,0,0,0,0,2,0,0,4,0
6,45556667,0,0,0,3,0,0,3,0,0
6,45556677,0,0,4,0,0,2,0,0,0
6,45566677,0,0,0,0,2,0,0,4,0
6,45566678,0,0,0,3,0,0,3,0,0
6,45566789,0,0,0,3,0,0,3,0,0
6,45666778,0,0,0,0,3,0,0,3,0
6,45667789,0,0,0,0,3,0,0,3,0
6,55566677,0,0,0,4,0,0,2,0,0
6,55666777,0,0,0,0,2,0,0,4,0
6,55666778,0,0,0,4,0,0,2,0,0
6,55667778,0,0,0,0,0,2,0,0,4
6,55667789,0,0,0,4,0,0,2,0,0
6,56667778,0,0,0,0,3,0,0,3,0
6,56667788,0,0,0,4,0,0,2,0,0
6,56677788,0,0,0,0,0,2,0,0,4
6,56677789,0,0,0,0,3,0,0,3,0
6,56677889,0,0,0,4,0,0,2,0,0
6,56777889,0,0,0,0,0,3,0,0,3
6,56778899,0,0,0,4,0,0,2,0,0
6,66677788,0,0,0,0,4,0,0,2,0
6,66777888,0,0,0,0,0,2,0,0,4
6,66777889,0,0,0,0,4,0,0,2,0
6,67778889,0,0,0,0,0,3,0,0,3
6,67778899,0,0,0,0,4,0,0,2,0
6,77788899,0,0,0,0,0,4,0,0,2
5,11122223,1,0,0,4,0,0,0,0,0
5,11122234,0,1,0,0,4,0,0,0,0
5,11123333,1,0,0,4,0,0,0,0,0
5,11123555,1,0,0,4,0,0,0,0,0
5,11123567,1,0,0,4,0,0,0,0,0
5,11123666,1,0,0,4,0,0,0,0,0
5,11123678,1,0,0,4,0,0,0,0,0
5,11123777,1,0,0,4,0,0,0,0,0
5,11123789,1,0,0,4,0,0,0,0,0
5,11123888,1,0,0,4,0,0,0,0,0
5,11123999,1,0,0,4,0,0,0,0,0
5,11133345,0,0,1,0,0,4,0,0,0
5,11134555,0,4,0,0,1,0,0,0,0
5,11144456,0,0,0,1,0,0,4,0,0
5,11145666,0,0,4,0,0,1,0,0,0
5,11155567,0,0,0,0,1,0,0,4,0
5,11156777,0,0,0,4,0,0,1,0,0
5,11166678,0,0,0,0,0,1,0,0,4
5,11167888,0,0,0,0,4,0,0,1,0
5,11178999,0,0,0,0,0,4,0,0,1
5,12344456,0,0,0,1,0,0,4,0,0
5,12355567,0,0,0,0,1,0,0,4,0
5,12356777,0,0,0,4,0,0,1,0,0
5,12366678,0,0,0,0,0,1,0,0,4
5,12367888,0,0,0,0,4,0,0,1,0
5,12378999,0,0,0,0,0,4,0,0,1
5,22223444,4,0,0,1,0,0,0,0,0
5,22233334,0,1,0,0,4,0,0,0,0
5,22233345,0,0,1,0,0,4,0,0,0
5,22234444,0,1,0,0,4,0,0,0,0
5,22234666,0,1,0,0,4,0,0,0,0
5,22234678,0,1,0,0,4,0,0,0,0
5,22234777,0,1,0,0,4,0,0,0,0
5,22234789,0,1,0,0,4,0,0,0,0
5,22234888,0,1,0,0,4,0,0,0,0
5,22234999,0,1,0,0,4,0,0,0,0
5,22244456,0,0,0,1,0,0,4,0,0
5,22245666,0,0,4,0,0,1,0,0,0
5,22255567,0,0,0,0,1,0,0,4,0
5,22256777,0,0,0,4,0,0,1,0,0
5,22266678,0,0,0,0,0,1,0,0,4
5,22267888,0,0,0,0,4,0,0,1,0
5,22278999,0,0,0,0,0,4,0,0,1
5,23333444,4,0,0,1,0,0,0,0,0
5,23444555,4,0,0,1,0,0,0,0,0
5,23444567,4,0,0,1,0,0,0,0,0
5,23444666,4,0,0,1,0,0,0,0,0
5,23444678,4,0,0,1,0,0,0,0,0
5,23444777,4,0,0,1,0,0,0,0,0
5,23444789,4,0,0,1,0,0,0,0,0
5,23444888,4,0,0,1,0,0,0,0,0
5,23444999,4,0,0,1,0,0,0,0,0
5,23455567,0,0,0,0,1,0,0,4,0
5,23466678,0,0,0,0,0,1,0,0,4
5,23467888,0,0,0,0,4,0,0,1,0
5,23478999,0,0,0,0,0,4,0,0,1
5,33334555,0,4,0,0,1,0,0,0,0
5,33344445,0,0,1,0,0,4,0,0,0
5,33344456,0,0,0,1,0,0,4,0,0
